Mouse,Subgroup,TRBV16,TRBV3,TRBV26,TRBV13-1,TRBV13-2,TRBV13-3,TRBV12-1,TRBV12-2,TRBV19,TRBV31,TRBV1,TRBV15,TRBV20,TRBV29
Mouse 1,WT Low,0.1201660476294516,0.20755953681450728,0.010924186148131964,9.471269390430413,13.283810356128466,6.445269827397859,0.010924186148131964,0.0,12.639283373388682,10.356128468429102,5.877212147694997,0.043696744592527856,11.557788944723619,0.032772558444395895
Mouse 1,WT High,0.76188541243397,1.787891101178383,0.02031694433157253,10.950832994717596,11.773669240146283,5.627793579845592,0.060950832994717596,0.010158472165786265,9.660707029662738,10.727346607070297,6.8061763510767985,0.14221861032100772,6.836651767574156,3.860219422998781
Mouse 1,SKG Low,0.4797047970479705,0.7626076260762608,0.12300123001230012,10.209102091020911,11.230012300123002,4.956949569495695,0.17220172201722017,0.03690036900369004,11.230012300123002,12.816728167281674,8.450184501845017,0.23370233702337023,7.9335793357933575,1.5498154981549817
Mouse 1,SKG High,3.4341978866474547,5.367435158501441,0.42026897214217096,9.546109510086454,9.72622478386167,4.274735830931797,0.6604226705091258,0.12007684918347744,9.101825168107588,11.815561959654179,6.772334293948126,1.2247838616714697,4.226705091258405,5.487512007684918
Mouse 2,WT Low,0.16262366174278356,0.1355197181189863,0.01355197181189863,10.611193928716627,12.630437728689525,6.897953652256403,0.04065591543569589,0.01355197181189863,11.993495053530289,10.082667028052581,6.179699146225776,0.01355197181189863,10.78736956227131,0.02710394362379726
Mouse 2,WT High,0.8665841348443006,1.6950766593657747,0.009522902580706599,11.084658603942483,4.218645843253023,6.0946576516522235,0.0571374154842396,0.019045805161413198,8.90391391296067,10.922769260070469,7.056470812303591,0.2475954670983716,6.904104371012284,3.352061708408723
Mouse 2,SKG Low,0.722059439095856,0.9313520301381332,0.06278777731268313,9.951862704060277,12.212222687316869,5.043951444118878,0.15696944328170784,0.010464629552113856,11.845960652992884,12.67266638760988,8.141481791544578,0.21975722059439096,8.350774382586856,0.6802009208874006
Mouse 2,SKG High,3.2421246263508854,5.001149689583812,0.4598758335249482,10.094274545872613,9.944814899977006,4.081398022533915,0.6553230627730513,0.14945964589560817,8.933088066222119,11.47390204644746,7.266038169694182,1.5405840423085766,4.426304897677627,5.231087606346287
