,primerid,Pr(>Chisq),coef,FDR
10570,Selenom,0.3491696160966463,,0.4338177468483456
10571,Selenon,0.5979919815787383,,0.6583913628629379
10572,Selenoo,4.506465236647956e-19,0.08220842815484533,6.5428952206878205e-18
10573,Selenop,1.0893712478780239e-10,-0.1501590985014538,3.7004889132882884e-10
10574,Selenos,7.354749911186641e-14,0.03930933375292667,4.0472207233280453e-13
10575,Selenot,8.419514468820755e-19,0.03747870026049738,1.1532640092345307e-17
10576,Selenow,7.294766306060621e-07,0.019061700461399766,1.6605444644659075e-06
10577,Sell,3.7217401221583423e-50,0.24187917291144023,4.115351357477808e-48
10578,Selp,0.7238233369700315,,0.7759781403552142
10579,Selplg,8.392049328223732e-27,-0.27842362211188854,3.104320803692244e-25
10580,Sem1,7.749930347704741e-10,-0.0018168583328910248,2.3746295115489898e-09
10581,Sema3f,0.1047585351270112,,0.15216188235871678
10582,Sema4a,1.3961507431344648e-12,0.03315088973785019,6.204888797396483e-12
10583,Sema4b,4.5691095573536754e-10,-0.02563034924939213,1.4336942633766743e-09
10584,Sema4d,1.9560115879473359e-10,0.05837976472012729,6.409670974065452e-10
10585,Sema4f,8.092338711414317e-05,-0.007950039840934751,0.00015736115035054683
10586,Sema4g,0.27302582410821635,,0.3576009609422692
10587,Sema6c,0.9297296306641302,0.0002777303930192594,0.944767163287723
10588,Sema7a,0.18000300143976752,-0.0009104394586543622,0.24974743573882757
10589,Senp1,1.5036713167217475e-11,0.04326430667146697,5.7429524564045295e-11
10590,Senp2,7.546724717876024e-05,0.008439885435632732,0.00014704092056735607
10591,Senp3,8.37083055691821e-15,-0.006018782219171348,5.5036271013344346e-14
10592,Senp5,1.9658173244982183e-08,0.028977452392337608,5.189367276396939e-08
10593,Senp6,1.3122466945197278e-13,0.047736629822781096,6.925495918920075e-13
10594,Senp7,1.8930463044570827e-17,0.09300441155589376,2.0425984402970958e-16
10595,Senp8,0.028981780588447612,-0.0015589546554177595,0.04563004571061885
10596,Sephs1,1.6396947176732387e-06,0.01998568099438766,3.6331933933439414e-06
10597,Sephs2,7.11568346451184e-16,0.030728481371411293,5.6524699337059e-15
10598,Sepsecs,0.013442383484104942,0.0016309795284214015,0.02186918838480444
