Mouse,Subgroup,TRBV16,TRBV3,TRBV26,TRBV13-1,TRBV13-2,TRBV13-3,TRBV12-1,TRBV19,TRBV31,TRBV1,TRBV15,TRBV20,TRBV29,TRBV30
Mouse 1,WT Low,0.0,0.0,0.0,10.596026490066226,13.57615894039735,7.6158940397351,0.0,9.271523178807946,8.27814569536424,7.6158940397351,0.0,10.596026490066226,0.0,0.6622516556291391
Mouse 1,WT High,0.6869479882237487,1.5701668302257115,0.0,11.089303238469087,9.71540726202159,4.612365063788027,0.09813542688910697,8.4396467124632,9.71540726202159,6.673209028459273,0.09813542688910697,7.065750736015702,8.537782139352307,0.5888125613346418
Mouse 1,SKG Low,0.0,0.8695652173913043,0.0,9.565217391304348,10.434782608695652,8.695652173913043,0.0,10.434782608695652,8.695652173913043,8.695652173913043,0.0,8.695652173913043,0.8695652173913043,0.0
Mouse 1,SKG High,4.4692737430167595,5.726256983240224,0.5586592178770949,9.497206703910614,9.35754189944134,5.027932960893855,0.6983240223463687,11.452513966480447,10.335195530726256,6.564245810055866,2.094972067039106,3.072625698324022,3.7709497206703912,0.27932960893854747
Mouse 2,WT Low,0.36101083032490977,0.0,0.0,12.274368231046932,8.664259927797833,7.581227436823104,0.0,13.357400722021662,9.747292418772563,9.025270758122744,0.0,11.191335740072201,0.0,0.36101083032490977
Mouse 2,WT High,0.42689434364994666,2.3479188900747063,0.0,10.779082177161152,4.055496264674493,5.44290288153682,0.0,8.64461045891142,10.88580576307364,7.150480256136606,0.32017075773745995,6.403415154749199,5.9765208110992525,0.32017075773745995
Mouse 2,SKG Low,0.8264462809917356,0.8264462809917356,0.0,7.43801652892562,14.049586776859504,2.479338842975207,0.0,19.00826446280992,10.743801652892563,5.785123966942149,0.0,6.6115702479338845,0.8264462809917356,0.0
Mouse 2,SKG High,4.427480916030534,6.412213740458015,0.7633587786259541,10.534351145038167,9.16030534351145,3.6641221374045805,0.45801526717557256,7.480916030534352,11.908396946564885,6.106870229007633,1.6793893129770994,4.732824427480916,4.427480916030534,0.3053435114503817
