gene,logfoldchange,adj_p_value,cluster_7_percent,other_percent
Dcps,0.363996684551239,4.010040905831567e-14,0.28654196325111736,0.21754646200810465
Ppp1r11,0.2972415089607239,4.216557191367415e-14,0.407217348121172,0.3431148087237862
Arid5b,0.5996332168579102,5.287262081841606e-14,0.19036583347127958,0.12950243461997354
Zranb2,0.3223832845687866,5.4840434290579547e-14,0.3383545770567787,0.2702481915019402
Pisd,0.7647693753242493,5.774057059613954e-14,0.14517463996027147,0.08327152730751454
Dnajb11,0.3187199831008911,6.224908949841731e-14,0.35143188213871873,0.283039351627917
Adrm1,0.2991683781147003,6.409831810853723e-14,0.3815593444793908,0.31273849064310516
Minos1,0.2446630299091339,6.426794346835275e-14,0.5333554047343155,0.4678984876334204
Sypl,0.6564827561378479,7.290826939459525e-14,0.1635490812779341,0.10157685982393344
Cd320,1.411854863166809,7.74875948892576e-14,0.09534845224300613,0.03494458955424419
Hypk,0.28156521916389465,8.191376159267984e-14,0.4045687800033107,0.3353326239076457
Tmem11,0.5069929361343384,8.835867750955074e-14,0.2024499255090217,0.1388002106779315
Tmem258,0.19628265500068665,9.355599764818566e-14,0.7028637642774375,0.6468134962862641
Agpat3,0.5138029456138611,1.0522327625246621e-13,0.20840920377420957,0.14637816688701857
Meaf6,0.5243209004402161,1.1384524063921188e-13,0.1993047508690614,0.13704814420689432
Smu1,0.32407912611961365,1.2987184331368273e-13,0.33421618937262043,0.2655939290359335
Tmed5,0.31697577238082886,1.3461042174368277e-13,0.35358384373448104,0.2884030397815829
Uqcrc2,0.2521210312843323,1.350694765735565e-13,0.4742592286045357,0.40775853729321854
Cbfb,0.395601749420166,1.5506255182751708e-13,0.26733984439662306,0.2037664054690271
Ddx1,0.5860314965248108,1.5612550135057944e-13,0.17761959940407218,0.11591585781389399
Aen,0.7573942542076111,1.628249651930291e-13,0.1469955305413011,0.08658218051659089
Slc25a39,0.5828759074211121,1.6309153657967424e-13,0.17480549577884455,0.1125944557307622
Ptk2b,0.368643581867218,1.6467445118249246e-13,0.2857142857142857,0.22119033031289972
Tmem131l,0.5903359651565552,1.6566794020229527e-13,0.18291673563979474,0.12199972052927456
Api5,0.3968173563480377,1.77687327476399e-13,0.26104949511670256,0.195726247675556
Pop5,0.3016122281551361,1.8661947646686506e-13,0.38006952491309387,0.3139423645373147
Prpf40a,0.2624877691268921,1.88685130676557e-13,0.44462837278596257,0.376447067169714
Sdcbp,0.26443788409233093,1.8911701078291123e-13,0.47293494454560503,0.40826373437382435
Nol8,0.5218476057052612,1.9412448012435625e-13,0.20559510014898197,0.14448636505326068
Pdcd1lg2,5.352841377258301,2.0145459051751705e-13,0.06058599569607681,0.0016660754785936174
Timm17a,0.32325589656829834,2.3877710452991524e-13,0.3208078132759477,0.25344770135328326
Eapp,0.34266936779022217,2.56225610153436e-13,0.3075649726866413,0.24303204239355927
2810004N23Rik,0.405174195766449,2.5790925627836116e-13,0.2632014567124648,0.20023002590478647
Ubtf,0.35353121161460876,2.583418389747661e-13,0.29779837775202783,0.23348704223232616
Aars,0.655522346496582,2.604530545095226e-13,0.16669425591789439,0.10647834639321531
Exosc8,0.3193010985851288,2.7219656017425e-13,0.3237874524085416,0.25849967215934133
Csnk1d,0.40482306480407715,2.846087142900985e-13,0.25111736467472273,0.18733137703825525
Uba2,0.29883238673210144,3.0273817770713206e-13,0.3655024002648568,0.2973461029957112
Tox4,0.35392990708351135,3.241152867621306e-13,0.2954808806488992,0.23260563455977987
Ube2v2,0.33657020330429077,3.282890440059859e-13,0.2959774871709982,0.22885427751443035
Hnrnpm,0.23867124319076538,3.2958708293560385e-13,0.5151464989240192,0.4442294669633356
Clec2i,0.4731191098690033,3.3460999553924187e-13,0.2151961595762291,0.15341867939333353
Trmt6,0.42328378558158875,3.493085079886753e-13,0.24333719582850522,0.1807530661163243
Naa15,0.3695514500141144,3.57867995903081e-13,0.28091375600066215,0.21790117485193425
Noc2l,0.8462722301483154,3.834265838159056e-13,0.13193179937096508,0.07254415100018273
Nfkbie,0.7245866060256958,3.8550170417710815e-13,0.15758980301274622,0.09888964131007277
Rad23b,0.34596487879753113,3.86055720914355e-13,0.3022678364509187,0.23704491954467768
Cisd2,0.3063376843929291,4.1975021922377934e-13,0.35888097997020363,0.2931970376103103
Plcxd2,0.7050919532775879,4.324761338246089e-13,0.15990730011587487,0.10135113346876914
Ubl4a,0.4341306984424591,4.569863671159755e-13,0.23522595596755505,0.17303537454451645
Sf3a3,0.34819865226745605,5.180930734929382e-13,0.2956464161562655,0.2314340072877366
Larp4,0.6581137776374817,5.509314066457175e-13,0.1628869392484688,0.10366214139068933
Stoml2,0.397896945476532,5.707422565405854e-13,0.25128290018208904,0.18824503133296788
Slc35a4,0.4275868237018585,5.908402799696527e-13,0.23141863929812945,0.16895080240344823
Zmat2,0.25121045112609863,6.181946606304212e-13,0.45737460685317,0.387034708114325
Fam208b,0.338822603225708,6.305201017210222e-13,0.3231253103790763,0.26184257199058397
Mrps36,0.34154170751571655,6.414740343064681e-13,0.288859460354246,0.2229961411542141
Znhit6,0.7193647623062134,6.659004465897089e-13,0.15047177619599403,0.09147291821181731
Srsf6,0.3814839720726013,7.076804869205736e-13,0.26402913424929647,0.20118667569572088
Pitrm1,0.677031397819519,7.666248755047854e-13,0.15312034431385532,0.09371943288940483
Chchd1,0.2864466607570648,7.690974222954384e-13,0.3830491640456878,0.31765072608644246
Psmd13,0.27708709239959717,8.256350364285697e-13,0.38917397781824203,0.320262702481915
Paics,0.2902298867702484,9.152322582156114e-13,0.3573911604039066,0.28932744295035095
Slc7a1,0.9122289419174194,1.0248042434856171e-12,0.12680019864260883,0.06914750679866284
Mbp,0.3459148108959198,1.1862489537716382e-12,0.3252772719748386,0.2650027409628841
Hdgf,0.4200417101383209,1.249819021416823e-12,0.23025989074656514,0.16806939473090193
Iars,0.866245687007904,1.2953136169877863e-12,0.12961430226783646,0.07181322756441262
Psma1,0.26551470160484314,1.3272370370777815e-12,0.4128455553716272,0.3459847580965894
Cdca7,1.3002309799194336,1.4178425672357241e-12,0.09584505876510512,0.038384229251985855
Mrps7,0.4497869908809662,1.421955604556169e-12,0.21105777189207084,0.1492481162598218
Ctps,1.081789493560791,1.5000642192417968e-12,0.10610826022181757,0.04840217987165844
Dnajc19,0.26374223828315735,1.5533312960420253e-12,0.3967886111570932,0.32968946502853824
U2surp,0.25550344586372375,1.58687288616725e-12,0.4204601887104784,0.3514774327389206
Rps6ka1,0.31797486543655396,1.645963579743441e-12,0.3330574408210561,0.27121559016693003
Gpr83,1.4215275049209595,2.035297615272243e-12,0.09269988412514485,0.036062472456010235
Arpc3,0.174639031291008,2.09962194089538e-12,0.7972190034762456,0.7501209248331238
Prpf8,0.32117536664009094,2.18463975719973e-12,0.3183247806654527,0.25584470026764694
Nup153,0.4778508245944977,2.214857598062958e-12,0.20013242840589307,0.14028355529758257
Prdx3,0.2744350731372833,2.311888863829705e-12,0.39496772057606355,0.3318069932174605
Nsfl1c,0.2989767789840698,2.3339854855084638e-12,0.34696242343982786,0.28293186288736255
Gtf3c6,0.40076515078544617,2.5360179089444634e-12,0.24068862771064392,0.1787860221641783
Gorasp2,0.3579850196838379,2.557672883699852e-12,0.2719748386028803,0.2092805778594692
Jund,0.2642574906349182,2.628939861330644e-12,0.43883463002814105,0.3757053948598884
Acot9,0.6953819990158081,2.7347198295679734e-12,0.15047177619599403,0.09291326733524663
Pus1,0.6995707154273987,3.0283590819997353e-12,0.1469955305413011,0.08924790128234067
Wdr77,0.5782464146614075,3.373938833800117e-12,0.17232246316834962,0.11416379134285684
Mir155hg,3.9734253883361816,3.46511356386576e-12,0.06042046018871048,0.004439284984897832
Msi2,0.5869271755218506,3.5825725108399987e-12,0.16702532693262706,0.10883234981135725
Mcm5,1.0180968046188354,3.6356328161441736e-12,0.10975004138387684,0.05301344684144336
Rrp1b,0.5948834419250488,3.644235848289296e-12,0.17513656679357723,0.11780765964765191
Nob1,0.4073953628540039,4.0113648529625445e-12,0.25277271974838605,0.19427514967807122
Yars,0.5978094935417175,4.263731850912642e-12,0.1772885283893395,0.1206776090204551
Arhgef3,0.29719212651252747,4.276939895833806e-12,0.37808309882469787,0.3197790031494201
Ptpn2,0.3337517976760864,4.547333761095292e-12,0.30077801688462175,0.24000085990992442
Ube2g1,0.40946343541145325,4.892998714786313e-12,0.23588809799702037,0.17622779013898293
Ncoa7,0.6293590068817139,4.907717997962669e-12,0.18357887766926007,0.12862102694742725
Ssr1,0.3704991638660431,5.067447214618071e-12,0.25111736467472273,0.18907269463523696
Skil,0.49655887484550476,5.8490642554479696e-12,0.21271312696573416,0.1564068663807466
Kdm5b,0.48564761877059937,6.426521193919756e-12,0.19632511173646747,0.1380477894940505
Irak2,1.024764060974121,6.562842963759587e-12,0.11024664790597583,0.05444304709081724
Tbrg4,0.6308165192604065,7.735183652420032e-12,0.15593444793908293,0.09894338568034998
Ppie,0.36375293135643005,7.921665424200985e-12,0.25624896540307895,0.19380219921963174
H13,0.2536391615867615,8.11941126257765e-12,0.4653203112067538,0.4031472703234336
Prrc2a,0.3636039197444916,9.171480853209214e-12,0.25674557192517794,0.19633893349671622
Rcc1,1.2140711545944214,9.201962626049216e-12,0.09485184572090713,0.03923339030236583
Memo1,0.8808032870292664,9.211732887304484e-12,0.1155437841416984,0.05912955617899025
Rwdd1,0.2828758955001831,9.220845693724525e-12,0.35325277271974836,0.2897251512904023
Hmgcr,0.772975504398346,9.222712698131382e-12,0.135408045025658,0.07941268152161061
Eif3m,0.19588987529277802,9.483315038462314e-12,0.665452739612647,0.6049143852181484
Gtf2f2,0.5235517024993896,1.089619219634279e-11,0.18175798708823043,0.12426773295497297
Mrps18b,0.47158995270729065,1.1029332046338316e-11,0.20178778347955637,0.14377693936560146
Rara,0.38549959659576416,1.1674361472335284e-11,0.2660155603376924,0.20946330871841173
D8Ertd738e,0.19670109450817108,1.1742599264260149e-11,0.6702532693262705,0.6110304945556952
Szrd1,0.43644776940345764,1.227620887741766e-11,0.2130441979804668,0.15439682693237883
Ahcy,0.3995338976383209,1.2617158178474449e-11,0.23042542625393148,0.1713800479399783
Ndrg1,1.6938451528549194,1.266375145710431e-11,0.08061579208740274,0.026001526340115873
Eif4e2,0.3370361626148224,1.3454531672974957e-11,0.2769409038238702,0.21502047660507562
Prmt7,0.6307039856910706,1.4180336463421246e-11,0.15477569938751862,0.0985456773402986
Bdp1,0.39427459239959717,1.4208197651269018e-11,0.2449925509021685,0.1874496146528651
Rpl15,0.058232326060533524,1.456997124578673e-11,0.9920542956464161,0.9905087442090441
Stmn1,0.9305868744850159,1.491894284124365e-11,0.1205098493626883,0.06549288961981233
Rrp7a,0.3803613483905792,1.5358934654824796e-11,0.24582022843900017,0.18646071823976437
Kras,0.6751993298530579,1.8992798232371713e-11,0.14831981460023175,0.09302075607580106
Romo1,0.22938887774944305,1.926402772912738e-11,0.4969375931137229,0.4300302043360958
Wdr26,0.49143674969673157,2.4307990861823244e-11,0.19880814434696242,0.14320724904066298
Nptn,0.4830930829048157,2.532117857065039e-11,0.19036583347127958,0.13344727139832102
Prdx5,0.24157743155956268,2.556838930230235e-11,0.459857639463665,0.39323680844431547
Tm2d3,0.3966890275478363,2.5828319813427047e-11,0.23241185234232742,0.1740780153278944
Sem1,0.1466284692287445,2.640594204599048e-11,0.7970534679688793,0.7617404576870572
Ppif,0.5421743988990784,2.6748473483441636e-11,0.17364674722728024,0.1174529468038223
Ranbp2,0.35613682866096497,2.8737821434796692e-11,0.26386359874193016,0.2054754764438425
Pfdn1,0.32057467103004456,3.034919697578455e-11,0.2716437675881477,0.2095063042146335
Thumpd1,0.3901732563972473,3.062638460884065e-11,0.23969541466644595,0.18198918663270022
Nudt5,0.4493454098701477,3.150170902630342e-11,0.19284886608177454,0.13490911826986124
St6galnac4,1.086038589477539,3.2100461455736844e-11,0.1039562986260553,0.05014349746864016
Ergic1,1.01454758644104,3.299259945034103e-11,0.10643933123655024,0.05226102565756237
Mapre2,0.6736581921577454,3.48535717399479e-11,0.14947856315179606,0.09515978201283415
Csnk2a1,0.2817915976047516,3.6545927998981664e-11,0.33703029299784804,0.2741392839100104
Cyth3,0.5163969397544861,3.655064668979969e-11,0.17927495447773548,0.12364429825975728
Ctu2,0.4396614730358124,3.655064668979969e-11,0.20046349942062572,0.14277729407844528
Zfp281,0.36836323142051697,3.8265319658315555e-11,0.24863433206422778,0.19072802123977514
Jpt1,0.18362464010715485,3.880357724781109e-11,0.6896209236881311,0.635376694291273
Hdlbp,0.4407994747161865,3.946796151271089e-11,0.203112067538487,0.14644266013135124
Vmp1,0.40945500135421753,4.044168812856709e-11,0.22645257407713953,0.16920877538077886
Cdk17,0.8982980251312256,4.088008254557709e-11,0.11289521602383712,0.058549116979996346
Fam136a,0.5440717339515686,4.1950137793103275e-11,0.16603211388842906,0.1101007169498995
Myl6,0.10354959964752197,4.530565993698025e-11,0.9647409369309717,0.9534358775918222
Psmb3,0.1700519621372223,4.609058408640069e-11,0.712133752689952,0.6643341609966356
Ikzf2,2.2183051109313965,4.836031639983413e-11,0.0693593775864923,0.01625229757182935
St3gal1,0.36493366956710815,5.0287145476541725e-11,0.2464823704684655,0.1886749862951856
Nucks1,0.39946842193603516,5.170678401768747e-11,0.23588809799702037,0.17915148388206337
Cmss1,0.7847191691398621,5.260681851549681e-11,0.1233239529879159,0.06888953382133221
Plaa,0.3266964256763458,5.526858339045027e-11,0.27925840092699883,0.21912654649425473
Gtf2f1,0.4018537402153015,5.5787047581163576e-11,0.2218175798708823,0.16482323476615823
Sf3a1,0.36276334524154663,5.7799133287067074e-11,0.24234398278430724,0.184095965947567
Rab11b,0.21194016933441162,5.830110484860995e-11,0.5462671743088893,0.4851934259886277
Rhoa,0.1453833281993866,5.871665141932826e-11,0.8679026651216686,0.8366493609794374
Thrap3,0.21784524619579315,5.890851624419346e-11,0.5118357887766926,0.445841798071652
Senp3,0.5625224709510803,6.1396657683283e-11,0.16388015229266678,0.10895058742596712
Plekhg2,0.5509037971496582,6.190155983455241e-11,0.17795067041880483,0.1241494953403631
Fh1,0.4945735037326813,6.262220460543847e-11,0.1787783479556365,0.12293487257209808
Uqcrb,0.21175935864448547,6.26769054583256e-11,0.5681178612812449,0.5053260670944718
Prelid3b,0.4219369888305664,7.788500098659195e-11,0.20989902334050653,0.15309621317167027
Sf3a2,0.26272088289260864,8.155701011478313e-11,0.3656679357722231,0.303580449947868
Agfg1,0.637204110622406,8.422927244166243e-11,0.14219500082767753,0.08756032805563617
Uchl3,0.29064318537712097,8.717984447098019e-11,0.31964906472438337,0.2599185235346597
Nol9,0.6922607421875,8.857939423084002e-11,0.1375600066214203,0.08377672438812034
Smarce1,0.2941068112850189,9.292506815675399e-11,0.30094355239198806,0.2393666763406533
Rnf2,0.4791458547115326,9.511221809733859e-11,0.1969872537659328,0.1429385271892769
Aimp1,0.2484670728445053,9.589176376713811e-11,0.4020857473928158,0.3426418582653467
Elk3,0.5363052487373352,9.593408172557293e-11,0.17579870882304255,0.12168800318166673
Qrich1,0.3171290159225464,9.884145025568663e-11,0.28091375600066215,0.22120107918695517
Ubxn1,0.21849001944065094,1.0048475260593057e-10,0.5032279423936434,0.4396289488676061
Psmg2,0.34538954496383667,1.077883295471114e-10,0.25293825525575236,0.19515655735061752
Hspbp1,0.4113072454929352,1.0849296487368601e-10,0.21122330739943718,0.15480528414648564
Sla,0.4240749478340149,1.0934276172263612e-10,0.23307399437179274,0.1801941246654413
Psmc1,0.27297964692115784,1.1238054095586742e-10,0.3302433371958285,0.26832414304601593
Erp29,0.2444167584180832,1.137465449982912e-10,0.404237708988578,0.34134124450463815
Nufip1,0.5832225680351257,1.3011489634162504e-10,0.15775533852011256,0.10399535648640805
Sft2d1,0.26739931106567383,1.3572247179559548e-10,0.35341830822711473,0.29054206571861596
Azin1,0.45087358355522156,1.369448645744875e-10,0.19880814434696242,0.1437876882396569
Eif4g3,0.33560019731521606,1.3744244766671785e-10,0.25078629365999006,0.1920071372523728
Bcl3,1.1703964471817017,1.3952972842483144e-10,0.09418970369144182,0.0419206088162265
Actl6a,0.30226683616638184,1.480745019633031e-10,0.2890249958616123,0.22892951963281846
Eif2s3x,0.2841574549674988,1.6451881217461235e-10,0.33090547922529384,0.27190351810647834
Ddx3x,0.355895072221756,1.660348293594945e-10,0.24946200960105944,0.19320026227252696
Mydgf,0.41118472814559937,1.6701493676294643e-10,0.2118854494289025,0.15608440015908334
Gsto1,1.5222958326339722,1.7039666665564179e-10,0.07796722396954146,0.025894037599561447
Copb2,0.3188574016094208,1.752656627683909e-10,0.2789273299122662,0.22111508819451162
Tdg,0.8215458393096924,1.799062043775781e-10,0.11653699718589637,0.06368707877849795
Ruvbl2,0.46764102578163147,1.8069529625042746e-10,0.1827512001324284,0.12735265980888502
Atp6v1f,0.19348224997520447,1.846939101858121e-10,0.6424433040887271,0.5757096944095106
Panx1,0.43041977286338806,1.8548497958955745e-10,0.22794239364343652,0.17501316737071793
Cdca4,0.33166229724884033,1.900975283710384e-10,0.25840092699884126,0.19980007094256877
Wdr4,0.9298464059829712,1.9350817563975624e-10,0.10908789935441152,0.05689379037545817
Capzb,0.1684536188840866,1.9350817563975624e-10,0.7518622744578712,0.7042662281126052
Idh3b,0.23781226575374603,1.9437810937666222e-10,0.41632180102632016,0.3551320499177711
Traf3,1.2168761491775513,2.0593251440004346e-10,0.09071345803674888,0.038900175206647104
M6pr,0.23507650196552277,2.143396139732661e-10,0.43337195828505215,0.37262046800597637
Ndufs6,0.23764574527740479,2.237429573879653e-10,0.4068862771064393,0.3435985080562811
Prpf4b,0.24146166443824768,2.2500879246900847e-10,0.407713954643271,0.3471671342426881
Nmt1,0.33591243624687195,2.3352507185641883e-10,0.24416487336533688,0.18610600539593478
Cox16,0.21782027184963226,2.4101392732911053e-10,0.4689620923688131,0.40644717465845454
Etv6,0.6691595315933228,2.494383461303665e-10,0.135408045025658,0.0826050971160771
Tomm22,0.1921195685863495,2.4946456290519597e-10,0.6151299453732826,0.5507185622306063
Usp34,0.32932326197624207,2.56921598781681e-10,0.2658500248303261,0.2097320305697978
Csnk1a1,0.19516083598136902,2.59813612302307e-10,0.5972521105777189,0.5342405383036127
Got2,0.3524806499481201,2.6951941783439196e-10,0.23307399437179274,0.175840830672987
Diablo,0.3697319030761719,2.927332366160279e-10,0.22512829001820892,0.16859608955961863
Tpd52l2,0.3268711268901825,2.937916327629245e-10,0.27263698063234565,0.21557941805595865
Ptger4,0.8736425638198853,2.992085823369145e-10,0.11868895878165867,0.06745993357195834
Nxt1,0.3869718015193939,3.2232593994849753e-10,0.21420294653203112,0.1578149688820096
Mob3a,0.23314248025417328,3.469696549234184e-10,0.4401589140870717,0.3849386776735137
Tnip2,1.2275735139846802,3.4777451376081223e-10,0.08972024499255091,0.03859920673309471
Pabpc4,0.8436789512634277,3.6394233447871114e-10,0.11123986095017381,0.05920479829737835
Cse1l,0.5454624891281128,3.757887884521945e-10,0.15593444793908293,0.10264099835542227
Nap1l4,0.2176116406917572,4.1243857616085285e-10,0.4659824532362192,0.39975062612191375
Tmem147,0.37364885210990906,4.1907844660484543e-10,0.22330739943717928,0.16769318413896145
Fam96a,0.24770739674568176,4.2366198633042594e-10,0.37179274954477737,0.3098040480259693
Mrpl43,0.25623834133148193,4.4676547782340664e-10,0.34249296474093693,0.28189997097804004
Dld,0.38371217250823975,4.475912900369816e-10,0.21006455884787287,0.1544613201767115
Rexo2,0.21190756559371948,4.5085624045871713e-10,0.48021850686972356,0.4225167413713414
Ubl5,0.15949462354183197,4.5955874512243184e-10,0.7660983280913756,0.7219803725559748
Gpr18,0.30084240436553955,4.630787963214942e-10,0.3406720741599073,0.28733890125009404
Gm43352,0.7888660430908203,4.901595714788889e-10,0.11819235225955968,0.06676125675835456
Eif4h,0.24978362023830414,5.39944787687387e-10,0.36450918722065884,0.3038169251770877
Dnajc1,0.327914834022522,6.025142064085255e-10,0.2592286045356729,0.20302473315920158
Rest,0.6314944624900818,6.422062082900154e-10,0.14153285879821223,0.09006481571055432
Cish,0.7980356812477112,6.422062082900154e-10,0.12829001820890581,0.07814431438306838
Snrpc,0.24726982414722443,6.575656061004388e-10,0.3703029299784804,0.30962131716702673
Thumpd3,0.4429091513156891,7.561996283206756e-10,0.19450422115543783,0.14173465329506735
Stat5b,0.2967994511127472,7.852313274138809e-10,0.29200463499420626,0.23522835982930787
Eml4,0.583430290222168,8.24125997057494e-10,0.15096838271809304,0.09948082938312212
Psmd6,0.275311142206192,8.573378684543597e-10,0.31501407051812613,0.2568335966807477
Pam16,0.3162114918231964,8.573378684543597e-10,0.25873199801357394,0.20133715993249707
Herpud1,0.33801883459091187,8.614433711231895e-10,0.2762787617944049,0.22414627067814646
BC003965,0.3151904344558716,9.027105399130314e-10,0.2656844893229598,0.2093773177259682
Cltb,0.34453871846199036,9.353237672058743e-10,0.25012415163052476,0.19672589296271215
Drg1,0.27865341305732727,9.366790281214357e-10,0.3047508690614137,0.24657917083185538
Cstf3,0.5734633207321167,9.433363588321745e-10,0.14980963416652873,0.09837369535541152
Usp14,0.40455693006515503,1.018990255125941e-09,0.20178778347955637,0.14817322885427753
Mrps10,0.35295429825782776,1.0962264395807296e-09,0.22711471610660486,0.17184224952436233
Puf60,0.20011372864246368,1.127040230652021e-09,0.5648071511339182,0.5004030827770791
Ddx50,0.23902684450149536,1.1447041365223474e-09,0.36633007780168847,0.30662238130555824
Xrn2,0.19040291011333466,1.244686722956763e-09,0.5373282569111074,0.47642234475938644
Mrps18a,0.31673818826675415,1.2974795662455276e-09,0.26386359874193016,0.20785097761009536
Fcf1,0.31024226546287537,1.308924741145512e-09,0.2613805661314352,0.2057227005471177
Ube2e1,0.28116488456726074,1.310649558304885e-09,0.30326104949511673,0.24612771812152676
Chmp2a,0.20933911204338074,1.3574431045181337e-09,0.4927992054295646,0.43279266496834456
Fdps,0.3907693922519684,1.3751523943101067e-09,0.20493295811951664,0.1521503122547913
Cyb5r3,0.5952219367027283,1.403125965903504e-09,0.1453401754676378,0.09440736082895317
Bola3,0.2845332622528076,1.4574337460557094e-09,0.2855487502069194,0.22791912547160684
Abi1,0.25388675928115845,1.4784143413568555e-09,0.3353749379241847,0.2762138166027109
Syngr2,0.42407530546188354,1.5289732444482962e-09,0.19466975666280417,0.14242258123461568
Oaz1,0.08751173317432404,1.6065251424621706e-09,0.9735143188213872,0.9639160297958789
Nmd3,0.4159325361251831,1.6796333560124756e-09,0.19450422115543783,0.14199262627239798
Hspa14,0.33725088834762573,1.7139064395229207e-09,0.23472934944545604,0.17962443434050282
Ptpa,0.314696729183197,1.7840433823621982e-09,0.2635325277271975,0.20899035825997228
Bysl,0.5759759545326233,1.797549723373347e-09,0.1468299950339348,0.09621317167026754
Tnfrsf1b,0.9219138026237488,1.8132820349184696e-09,0.10528058268498593,0.0559693872066901
Txn1,0.2635769248008728,1.8271715697363593e-09,0.3802350604204602,0.3295389807917621
Ttc27,0.7703711986541748,1.9179314221365227e-09,0.11620592617116371,0.06636354841830318
Bcap29,0.49540337920188904,2.031832361223451e-09,0.1673563979473597,0.116571539131276
Mcm3,0.6546222567558289,2.0568204498921924e-09,0.1314351928488661,0.0811969946148141
Dusp1,0.628002405166626,2.3725808585497677e-09,0.14865088561496442,0.09979254673072996
Mrrf,0.7125049829483032,2.3951214269513566e-09,0.11902002979639133,0.06895402706566488
Wdr74,0.6836766004562378,2.4166254007579745e-09,0.1254759145836782,0.0753818537508196
Cars,0.9539691805839539,2.4601497275330185e-09,0.10196987253765932,0.05305644233766513
Psmd3,0.2780398428440094,2.579425174546027e-09,0.304419798046681,0.24956735781926842
Pmpcb,0.4237430691719055,2.727108500313855e-09,0.186558516801854,0.1345759031741425
Rbm28,0.37053391337394714,2.7383883369711377e-09,0.21138884290680351,0.15873937205077768
Rbm26,0.5353652238845825,2.798047790123023e-09,0.1508028472107267,0.10026549718916944
Pprc1,0.8218799829483032,2.879661861688926e-09,0.11355735805330243,0.06465447744348779
Trmt1,0.37551751732826233,3.002414223744791e-09,0.2163549081277934,0.1641030602044436
Smc1a,0.22521431744098663,3.097876244814361e-09,0.4040721734812117,0.34791955542656905
Eif1ad,0.37932926416397095,3.124335389784412e-09,0.20542956464161563,0.15234379198778927
Cdc5l,0.2626202702522278,3.1764286690875363e-09,0.3072339016719086,0.2506207474767018
Mtf2,0.3819369673728943,3.2262339204128417e-09,0.203608674060586,0.15122590908602324
Nfyb,0.3645648658275604,3.2331675137002855e-09,0.21420294653203112,0.16110412434297508
Smg6,0.4181171655654907,3.3211183847978337e-09,0.18920708491971527,0.13762858340588824
Fmnl3,0.6934255957603455,3.477209936430701e-09,0.1259725211057772,0.07690819386669247
Snx12,0.4089239835739136,3.6262291770074366e-09,0.18490316172819068,0.1324583749852203
Mfsd14a,0.35966917872428894,3.850275824695673e-09,0.21652044363515974,0.1641568045747208
Gm19585,0.8152400851249695,4.022474316875495e-09,0.1084257573249462,0.05960250663742973
Dnlz,0.5593640208244324,4.0598894577202826e-09,0.14600231749710313,0.09586920770049337
Gpatch4,0.49954426288604736,4.062057336275853e-09,0.16404568780003312,0.11444326206829834
Pgd,0.4722481667995453,4.161751078380981e-09,0.16967389505048833,0.11923725989702579
Slbp,0.3705827593803406,4.173284993265102e-09,0.22098990233405066,0.16920877538077886
Immt,0.28581881523132324,4.173284993265102e-09,0.2729680516470783,0.2181913944514312
Mrpl42,0.2600659132003784,4.357275632524747e-09,0.3267670915411356,0.2730643965044662
Slc10a3,0.7630292773246765,4.3697784359924144e-09,0.11206753848700546,0.06296690421678329
Rangrf,1.3590837717056274,4.431391536751479e-09,0.07631186889587817,0.027968570292261886
Sssca1,0.2691612243652344,4.852055041044736e-09,0.3105446118192352,0.2541678759149979
Utp11,0.279155433177948,5.020815392350111e-09,0.2855487502069194,0.23023013339352702
Rangap1,0.41555163264274597,5.138572028968099e-09,0.18804833636815096,0.13697290208850624
Rps26,0.036672286689281464,5.336556985409315e-09,0.9963582188379407,0.9968075844055335
Prpf38a,0.3835589587688446,5.646413267873063e-09,0.19400761463333885,0.14231509249406124
Prpf31,0.37545281648635864,5.674106302316104e-09,0.20559510014898197,0.15388088097771757
Ctsc,0.3470456600189209,5.783071251505793e-09,0.2284390001655355,0.17637827437575915
Luc7l2,0.18706104159355164,5.942493074257927e-09,0.5432875351762954,0.48540840346973657
Atp5f1,0.15119771659374237,5.981012453692797e-09,0.7033603707995365,0.661915664334161
Ndufb7,0.1926741898059845,5.982094335937158e-09,0.544611819235226,0.48324787978459255
Xpnpep1,0.5607145428657532,6.594439410557466e-09,0.14236053633504386,0.09304225382391194
Ufm1,0.3021930456161499,6.653830667570783e-09,0.2492964740936931,0.19556501456472433
Wars,0.47848832607269287,6.727742656459396e-09,0.1551067704022513,0.10442531144862575
Copz1,0.2545880079269409,6.991453333969992e-09,0.3188213871875517,0.2625412488041878
Pcmt1,0.29489701986312866,7.008469642182279e-09,0.27214037411024666,0.21967473907108231
Exoc6,0.500324547290802,7.0381069577365575e-09,0.1564310544611819,0.10666107725215784
Cks1b,1.558977484703064,7.146622316515384e-09,0.07002151961595762,0.022411402405598014
Asna1,0.3160955607891083,7.146622316515384e-09,0.238205595100149,0.1852030999752776
Mettl16,0.4081173837184906,7.432747767223596e-09,0.19020029796391327,0.13921941676609376
D10Wsu102e,0.5742780566215515,7.893777491764642e-09,0.13656679357722232,0.08747433706319263
Ubqln4,0.9045519232749939,7.96298329473793e-09,0.09981791094189704,0.05205679705050896
Supt4a,0.18214766681194305,8.22514061205952e-09,0.5934447939082933,0.539249513613449
Cops5,0.36433327198028564,9.003114352982207e-09,0.2007945704353584,0.14893639891221394
