gene,logfoldchange,adj_p_value,T.4N_Nr4a1_percent,other_percent
Gpatch11,0.0036031604,0.9074522332069049,0.16868068200629036,0.15750325153440178
Hars2,0.039982095,0.907468429451497,0.0715113391822546,0.06304214633517138
Mast4,0.14826642,0.9088640884105653,0.056778679026651215,0.048993367944707794
Gtf2ird1,0.48709354,0.9101670061662424,0.02085747392815759,0.013317854954693497
Unc93b1,0.6059302,0.9119264729995032,0.019036583347127958,0.011533541861490009
Abcb7,0.012128842,0.9126149840134602,0.11057771892070849,0.1012651424763256
Ccdc71,0.01309967,0.9127234109754263,0.15345141532858797,0.14277729407844528
Hectd2,0.9126755,0.9132045744624189,0.014236053633504386,0.006761041780873453
Stau2,1.3382427,0.9132045744624189,0.011918556530375766,0.004460782733008717
Tacc3,0.48402625,0.9132045744624189,0.02019533189869227,0.012672922511366935
Pde6d,0.01286954,0.9135293376208184,0.11157093196490647,0.10202831253426203
Fam173b,0.037398696,0.9139238143080907,0.08392650223472935,0.07531736050648695
Tmem184b,0.056508593,0.9139238143080907,0.08773381890415494,0.0793374394032225
Snx11,0.14502457,0.9144625143090213,0.04800529713623572,0.04020078896735567
0610012G03Rik,-0.00811888,0.9157727321296303,0.15245820228439,0.1406705147635785
Nek1,0.15334226,0.916576137953839,0.045025658003641784,0.037277095224275254
Maml2,0.07060158,0.916576137953839,0.10014898195662969,0.09182763105564692
Uri1,0.015327084,0.916576137953839,0.1155437841416984,0.10614513129749659
Aagab,0.019019019,0.9184223951233844,0.0996523754345307,0.09058076166521557
Zfp830,0.044418845,0.9197616121197147,0.11090878993544115,0.10206055915642837
Fkbp5,0.44863808,0.9197616121197147,0.02433371958285052,0.016875732267045026
Togaram1,0.12218042,0.9202070524047532,0.052971362357225625,0.045145271032859306
Rab43,0.5351399,0.9212057581591839,0.01986426088395961,0.01241494953403631
Arntl,0.13725157,0.9219344828440796,0.048832974673067374,0.041103694388012854
Zscan21,0.088643245,0.9232964154555426,0.051481542790928654,0.04356518654670923
Zfp382,0.5696772,0.9242282790527646,0.01936765436186062,0.011952747949652273
Pdp1,0.19041514,0.9246609897320378,0.039397450753186555,0.0317736717078886
Mpp5,0.076635554,0.9275127779937625,0.06571759642443305,0.057721453677727255
Ift57,0.21595536,0.9301798723226516,0.03856977321635491,0.031031999398063052
Nck1,-0.0074092466,0.9303617455737923,0.19599404072173482,0.18273085894252578
Gm26853,0.14335652,0.9307774734616564,0.042211554378414166,0.0345683789623037
Ralgapa1,0.061800938,0.9310603735145092,0.07912597252110577,0.07088882439564456
Sec24b,0.033349838,0.9311440970413345,0.08293328919053138,0.07446819945610697
Gm17173,0.93448126,0.9322599709372682,0.014236053633504386,0.006911526017649651
Ccl25,0.21041377,0.9335207927433555,0.0456878000331071,0.03825524276332054
Scyl3,0.058495086,0.9335207927433555,0.0946863102135408,0.0863564541614266
Dus2,0.11769094,0.9348924009010116,0.04966065220989902,0.04194210656433738
Camk1d,0.007290721,0.9348924009010116,0.12233073994371793,0.11265894897509486
Rdh13,0.61338866,0.9352258453341641,0.01920211885449429,0.011888254705319618
Sufu,0.08535665,0.9365218003652924,0.06455884787286872,0.056711059516515644
Trbv2,0.047673456,0.9371485810992426,0.0963416652872041,0.08826975374329539
Cnbd2,0.43560073,0.9380732004442364,0.02615461016388015,0.018853525093246483
Nampt,0.11790338,0.9380732004442364,0.052805826849859294,0.045123773284748425
Ncapd2,0.48314825,0.9380732004442364,0.02135408045025658,0.014027280642352714
Ap1ar,0.34444937,0.9383341371344561,0.030458533355404733,0.023131576967312675
Tmem68,0.09895648,0.93915630694782,0.06671080946863102,0.05895757419410317
Notch2,0.16164243,0.9396396167736596,0.047674226121503065,0.04011479797491213
Uckl1,0.0056986096,0.939664131624508,0.15212713126965735,0.14147668031773672
Zfp335,0.10885212,0.9396854083945758,0.055454394967720574,0.047735749680221
Paip2b,0.09604265,0.9396854083945758,0.06191027975500745,0.054131329743209396
Blvra,-0.0067976494,0.9398831928759809,0.14451249793080614,0.13382348199026153
Spopl,0.04024814,0.9403228098098407,0.0913756000662142,0.08284157234529684
C030006K11Rik,0.006944538,0.9407915694637784,0.09369309716934282,0.0846473831866112
Plekhb2,0.063215435,0.9414035083078762,0.07780168846217514,0.06976019261982308
Pyroxd1,0.070460424,0.9415267717973268,0.0660486674391657,0.058119162017778635
Trav1,0.6159103,0.9447473518838894,0.026651216685979143,0.019509206410628487
Vps35,0.00012488967,0.9447473518838894,0.1678530044694587,0.15655735061752282
Tex261,-0.0007487002,0.9453758586244189,0.23042542625393148,0.21623509937334065
Ogfod1,0.15003422,0.9457699221089011,0.0440324449594438,0.03653542291444971
Crk,0.11787833,0.9458719555592865,0.050488329746730676,0.042866509733105455
Ccdc77,0.128199,0.9467869770696161,0.048832974673067374,0.04130792299506627
G2e3,0.13339067,0.9467869770696161,0.04800529713623572,0.04048025969279718
Rgp1,0.18889807,0.9467869770696161,0.04005959278265188,0.03262283275826857
Mfhas1,0.072591774,0.9471393091245744,0.07184241019698726,0.06398804725205035
Arl16,0.039443415,0.9471393091245744,0.08525078629366,0.07698343598508056
Babam1,0.010780137,0.9472703068369555,0.3093858632676709,0.2899186310234003
Fbxo28,0.13677412,0.9481924413600368,0.04552226452574077,0.038029516408156244
Lrwd1,-0.0051639103,0.9481924413600368,0.1325939414004304,0.12222544688443886
Ppp2r2d,0.3040429,0.9486048266917718,0.028637642774375104,0.021368761622220074
Lrrc47,0.1645583,0.948768994106192,0.0390663797384539,0.0316231874711124
Klc2,0.18518406,0.948768994106192,0.04171494785631518,0.03431040598497308
Zfp715,0.34107396,0.9489039991275444,0.027147823208078133,0.019896165876624423
Iscu,-0.0025973006,0.9489039991275444,0.14666445952656845,0.1360807455419045
Eml3,0.010750556,0.9507749885141391,0.10941897036914418,0.10026549718916944
2610507B11Rik,0.018996488,0.9511735515362242,0.10130773050819401,0.09246181462491804
H2-Q10,0.08009275,0.9516319794597597,0.07184241019698726,0.06403104274827212
Dok1,0.086412035,0.9525966066492434,0.06240688627710644,0.05465802457192609
Rpap2,0.06412877,0.9525966066492434,0.05876510511504718,0.05093891414874292
Fkrp,0.13704021,0.9537305240509354,0.05214368482039398,0.04468306944847527
Klhl11,0.3102779,0.953835191594304,0.029299784803840424,0.022067438435823847
Cep85l,0.65956515,0.9539179045797377,0.017546763780830987,0.010394161211613084
Ubap1,0.029197073,0.9539179045797377,0.09700380731666942,0.08850622897251513
Abhd17a,0.04045741,0.9539179045797377,0.06290349279920543,0.05496974191953393
Tspan6,0.5121761,0.9539179045797377,0.01887104783976163,0.011684026098266206
Ybx3,1.2338307,0.9556054325028152,0.010925343486177784,0.0037943525415712704
Apmap,0.036412057,0.9559543270388614,0.10114219500082768,0.09266604323197145
Atg7,0.0744965,0.9560910239584519,0.06555206091706671,0.05777519804800447
Mapkap1,-0.014783656,0.9584995938290128,0.1635490812779341,0.1518493437812389
Mocs3,0.24484846,0.9588788696051526,0.03194835292170171,0.02467941483129642
Gale,0.4309579,0.9593807089302973,0.022512829001820892,0.015360141025227607
Cdc7,0.08345156,0.9601347407029456,0.04850190365833471,0.04095321015123666
Cdk5rap2,0.11703717,0.961515599525079,0.04949511670253269,0.04202809755678093
Zfp52,1.2720075,0.9616882215432708,0.011421950008276775,0.004342545118398848
Samd1,0.47776553,0.9617748748487249,0.01920211885449429,0.012070985564262143
Brpf1,0.029442996,0.9622989604472486,0.09286541963251117,0.08450764782389045
Nsun3,0.07836163,0.963024005867727,0.07167687468962092,0.06389130738555136
Polh,0.10149245,0.9631371810925504,0.047508690614136734,0.0400073092343577
Mrpl40,-0.0006672799,0.9634671003252999,0.21387187551729847,0.20040200788967355
Retreg2,0.096218035,0.9634671003252999,0.05330243337195829,0.045779454602130426
Jup,0.63542956,0.9645798493520967,0.01721569276609833,0.010136188234282459
Plod3,0.28190726,0.966081614087114,0.03327263698063235,0.026141261702836628
Ctdp1,0.07232765,0.96645973015903,0.0748220493295812,0.06706222523190696
Zfp280b,0.3454314,0.9671647361840623,0.02632014567124648,0.01920823793707609
Apool,0.029155748,0.9679060068753855,0.09071345803674888,0.08233637526469102
Flicr,0.76678145,0.9680495151133212,0.015560337692435026,0.008523857125966055
Anks1,0.20714691,0.968087332834179,0.03923191524582023,0.03203164468521923
Fxn,-0.021153172,0.968087332834179,0.11256414500910446,0.10285597583653112
Setd1a,0.2449256,0.9683199741782459,0.029299784803840424,0.02212118280610106
Papd7,0.85132176,0.9692591602499958,0.015063731170336037,0.008040157793471133
Clp1,-0.015932824,0.9693298296490769,0.12448270153948021,0.11430352670557758
Yeats2,0.056855544,0.9693298296490769,0.07680847541797715,0.06900777143594208
Cdca8,1.0574694,0.9693298296490769,0.012415163052474755,0.005395934775832232
Zfp408,0.083374776,0.9711756522759716,0.0698559841085913,0.06220373415884686
Swt1,0.015336734,0.9711756522759716,0.17199139215361695,0.16150183268302645
Tmem199,0.035085876,0.9711756522759716,0.09220327760304585,0.08393795749895198
Trav14n-2,0.41328824,0.9711756522759716,0.030292997848038405,0.02328206120408887
Sertad2,0.042865977,0.9711756522759716,0.13640125806985598,0.1280513366224888
Arrdc4,0.48697168,0.9716899138111414,0.02350604204601887,0.016499521675104534
Snai3,1.0000602,0.9716899138111414,0.013408376096672737,0.006417077811099288
Rnaseh2a,-0.0054676747,0.9717017010606357,0.1496440986591624,0.13916567239581654
Rad51c,0.52586055,0.9717017010606357,0.02002979639132594,0.013006137607085657
Dus3l,0.012213446,0.9722287366962543,0.10230094355239198,0.09353670203046231
Slc35c2,0.024322564,0.9725067309115524,0.09485184572090713,0.08650693839820278
Kdm1b,0.16321594,0.9727043823767076,0.04701208409203774,0.039813829501359733
Fra10ac1,-0.0079590315,0.9738100962570005,0.10213540804502566,0.09317124031257726
Mms22l,0.32072496,0.9749971581129103,0.025823539149147492,0.01876753410080294
Rsad1,1.5145881,0.9749971581129103,0.010428736964078795,0.00347188631990799
Gm14718,0.5220429,0.9749971581129103,0.01887104783976163,0.011866756957208732
Lss,0.36011022,0.9749971581129103,0.02632014567124648,0.01928348005546419
Limk2,-0.0012317937,0.9753552831032564,0.16139711968217182,0.1509679361086926
Pex3,0.010691835,0.9753649546612219,0.10064558847872869,0.09190287317403502
Btbd10,0.12730931,0.9755610303476222,0.04469458698890912,0.03740608171294057
Atad2b,0.01525071,0.9757867058706898,0.0935275616619765,0.08512033364505069
Ripk2,0.09768692,0.9760523803156349,0.050488329746730676,0.04311373383638064
Nt5dc1,-0.005157259,0.9760523803156349,0.19466975666280417,0.18234389947652985
Cnksr3,0.41438532,0.9773311888209968,0.02549246813441483,0.01852030999752776
Zfp597,0.106289,0.9777782463129464,0.05909617612977984,0.05176657745101201
Aspscr1,-0.00042334752,0.9777782463129464,0.19516636318490316,0.18294583642363463
Ergic3,-0.007187738,0.9779658081218862,0.25641450091044526,0.23979663130287102
1110008L16Rik,0.40243754,0.9801422347438492,0.02350604204601887,0.01653176829727086
Alg2,0.060072318,0.9801835241557675,0.07614633338851183,0.0684810766072254
1110008P14Rik,0.0018837794,0.9812691976839149,0.28869392484687967,0.27180677823997934
Zw10,0.033519585,0.9812691976839149,0.11604039066379739,0.10757473154687046
Nif3l1,0.06311996,0.981702138750281,0.07515312034431386,0.06752442681629099
Nr3c1,0.004333554,0.981702138750281,0.1761297798377752,0.16568314469059367
Nmnat3,0.26595765,0.9831195238438767,0.028637642774375104,0.02160523685143981
Tmem181a,0.00031112978,0.9833353723690452,0.356066876344976,0.3335053153182204
Mark4,0.2694398,0.9833353723690452,0.029299784803840424,0.022293164790988144
Ppp1r15a,0.033413533,0.9848094249909924,0.20178778347955637,0.192254361355648
Pdhx,0.06554251,0.9864500548066932,0.07415990730011587,0.06650328378102394
Strbp,0.16586067,0.9871407279959271,0.0390663797384539,0.031956402566831126
Slc9a6,0.10204943,0.9874613675931131,0.045025658003641784,0.03777154343082562
Trav8n-2,0.5067744,0.987499351236146,0.02185068697235557,0.014983930433287114
Nmral1,0.237251,0.9886217050531326,0.027809965237543453,0.020809820171337052
Vat1,0.5363572,0.9887614689515748,0.02052640291342493,0.013661818924467661
Trav10d,0.27092406,0.9890189285555729,0.04105280582684986,0.034202917244418644
Rnf41,0.02406762,0.9898233734011201,0.08839596093362026,0.08026184257199058
Camsap2,0.16276313,0.989977764016747,0.051647078298294985,0.044650822826308945
Vars2,0.13868548,0.9913907948164673,0.04303923191524582,0.03593348596734492
Fxr2,0.25316367,0.993044586435671,0.032941565965899686,0.026001526340115873
Med10,0.0098614795,0.9932754044526845,0.2627048501903658,0.2481807530661163
Vps33a,0.046691883,0.9940242861282096,0.07647740440324449,0.06878204508077779
Ttc19,0.44470617,0.994245111684989,0.0220162224797219,0.01516666129222964
Sfr1,0.015755188,0.9955188919046823,0.3913259394140043,0.3693635591671772
Ncbp3,0.0050950074,0.9975199539502883,0.13391822545936102,0.12459019917663625
Pank4,0.2330698,0.9992395596032879,0.04171494785631518,0.034869347435856096
Cul3,0.017513365,0.9992395596032879,0.11736467472272802,0.10871411219674738
Ppfibp1,0.9463126,0.999950639836965,0.012911769574573746,0.0061376070856577775
Ap1g2,0.011192506,1.0,0.14600231749710313,0.1364139606376232
Socs6,0.17661667,1.0,0.0473431551067704,0.04040501757440908
Exoc1,0.047643185,1.0,0.07564972686641284,0.0680296238968968
Zc3h7b,0.336475,1.0,0.02416818407548419,0.017337933851429062
Gm49396,0.05415186,1.0,0.08078132759476908,0.07321058119162017
Cenpw,0.35405326,1.0,0.02019533189869227,0.01337159932497071
Pcm1,0.0027618764,1.0,0.20559510014898197,0.1941999075596831
Olfr1388,1.2199835,1.0,0.011090878993544115,0.004364042866509733
Gtf2ird2,0.20526767,1.0,0.030789604370137395,0.023905495899304546
Sumo3,-0.012606029,1.0,0.14053964575401423,0.13050207990712973
Anapc2,0.0073346887,1.0,0.12961430226783646,0.12079584663506497
Trav4-3,0.22255051,1.0,0.0539645754014236,0.04729504584394784
Prkab1,0.011491123,1.0,0.1562655189538156,0.146485655627573
Ptch1,0.20386478,1.0,0.03592120509849363,0.029075704319972483
Trip4,0.03187893,1.0,0.10296308558185731,0.09508453989444605
Zfp513,0.18981197,1.0,0.0374110246647906,0.030559048939623575
Coq8b,0.10809126,1.0,0.05512332395298791,0.048079713649995165
Dynlt3,0.11036204,1.0,0.05214368482039398,0.04510227553663754
Mnat1,0.026770307,1.0,0.11140539645754015,0.10311394881386175
Eef1akmt2,-0.0047844714,1.0,0.14020857473928158,0.13035159567035354
Zdhhc17,0.14512657,1.0,0.05793742757821553,0.05111089613363
D17Wsu92e,0.09037427,1.0,0.0561165369971859,0.048993367944707794
Tmem259,0.14675605,1.0,0.04601887104783976,0.039179645932088614
Rgcc,0.044876803,1.0,0.23323952987915908,0.2247374587511958
Tmem120b,0.7019304,1.0,0.015560337692435026,0.008910816591961992
Psmf1,-0.0039902837,1.0,0.16222479721900349,0.15173110616662905
Edem3,0.11290905,1.0,0.056778679026651215,0.04983178012103232
Ccdc117,0.03251821,1.0,0.09021685151464989,0.08244386400524545
Kif16b,0.120437354,1.0,0.045025658003641784,0.03808326077843346
Amigo2,0.1896537,1.0,0.03923191524582023,0.03246159964743693
Ccdc66,0.13797855,1.0,0.03724548915742427,0.030365569206625607
Rnf214,0.035541724,1.0,0.07912597252110577,0.07149076134274934
Zfp607b,0.82807785,1.0,0.014236053633504386,0.0076209517053088685
Zdhhc23,1.156403,1.0,0.011918556530375766,0.005331441531499575
Rars2,0.031739004,1.0,0.10279755007449098,0.09483731579117087
Fbxo46,0.054402936,1.0,0.06836616454229433,0.061032106886803605
Git2,0.014783837,1.0,0.4254262539314683,0.40439413971386495
Nt5dc3,0.7633006,1.0,0.014070518126138057,0.007470467468532672
Fbxl15,0.27433085,1.0,0.032610494951167024,0.025969279717949545
Zfpl1,-0.013595869,1.0,0.10230094355239198,0.09357969752668407
Lclat1,0.2956306,1.0,0.029299784803840424,0.022658626508873195
Rad54l2,0.088752925,1.0,0.05330243337195829,0.046338396053013445
Rnpep,0.021041669,1.0,0.10528058268498593,0.09722356583147915
Sik1,1.1529946,1.0,0.010759807978811455,0.004202809755678093
Per2,1.107892,1.0,0.012084092037742095,0.005546419012608429
Gm33994,0.37596825,1.0,0.024664790597583183,0.01807960616125461
Mkrn1,0.008089846,1.0,0.31186889587816585,0.29431492051207636
Adpgk,0.00881434,1.0,0.10925343486177785,0.10057721453677727
Cfap20,0.0030961367,1.0,0.13242840589306407,0.1232680876678168
Ulbp1,0.62496203,1.0,0.016388015229266677,0.009845968634785505
Lrpap1,0.02159433,1.0,0.11306075153120344,0.10467253555190094
Ppil4,-0.00050252804,1.0,0.2410196987253766,0.22654326959251017
Mbip,0.03103291,1.0,0.07780168846217514,0.07025464082637344
Dtx3,0.000109432214,1.0,0.1150471776195994,0.10651059301538164
Disp1,0.12787451,1.0,0.047508690614136734,0.040684488299850594
Haus8,0.15258095,1.0,0.039397450753186555,0.03266582825449034
Tmem65,0.54399014,1.0,0.01887104783976163,0.012350456289703654
Zfp428,0.6960262,1.0,0.014732660155603377,0.008212139778358217
Zscan22,0.119499475,1.0,0.04585333554047343,0.039039910569367856
BC055324,0.8849133,1.0,0.012084092037742095,0.005578665634774757
Gmeb2,0.22406541,1.0,0.03707995365005794,0.030483806821235474
Poli,0.02740829,1.0,0.06836616454229433,0.061010609138692724
Nsdhl,0.024578689,1.0,0.06075153120344314,0.05345415067771651
Casp4,0.7904843,1.0,0.015229266677702366,0.008760332355185795
Zfp850,0.45390972,1.0,0.01986426088395961,0.013350101576859823
Mad2l1,0.1643579,1.0,0.031120675384870053,0.02447518622424301
Cetn2,-0.0062503866,1.0,0.2459857639463665,0.23129427192501587
Tmem64,0.12403121,1.0,0.04800529713623572,0.041254178624789056
H2-Q1,0.06978876,1.0,0.07118026816752193,0.06404179162232757
Cwf19l1,0.10482887,1.0,0.04684654858467141,0.040028806982468586
Cep70,0.21718147,1.0,0.03492799205429565,0.028355529758257822
Kctd5,0.14727631,1.0,0.036748882635325275,0.030075349607128654
Brms1l,0.009799655,1.0,0.07929150802847211,0.07171648769791364
Rab9,0.025045225,1.0,0.10875682833967885,0.10069545215138714
Nipsnap3b,-0.0095483875,1.0,0.21436848203939746,0.20126191781410896
Gtf3a,-0.006430492,1.0,0.13772554212878663,0.12839530059226295
Lins1,0.22553253,1.0,0.027644429730177122,0.021067793148667677
Trav8d-2,0.43872032,1.0,0.02300943552391988,0.016585512667548076
Zfp507,0.100242,1.0,0.05595100148981957,0.04914385218148399
Zfp219,0.76333946,1.0,0.014567124648237046,0.008158395408081004
1500015A07Rik,0.117907524,1.0,0.046184406555206094,0.03945911665753012
2300009A05Rik,0.05177901,1.0,0.055454394967720574,0.04844517536788021
Isg20,-0.012444593,1.0,0.09750041383876841,0.08961336300022572
Tatdn1,0.06069626,1.0,0.06637973845389836,0.05929078928982189
Fam107b,0.017768743,1.0,0.4166528720410528,0.3949888749153526
Tnk2,0.23925336,1.0,0.028472107267008773,0.02195994969526942
Mapk8ip3,0.00014414055,1.0,0.11471610660486674,0.10647834639321531
Ints8,0.07865653,1.0,0.046349942062572425,0.03956660539808455
Gyg,-0.014081229,1.0,0.11206753848700546,0.10337192179119237
Sec14l1,0.05890502,1.0,0.0523092203277603,0.045424741758300816
Syce2,0.95370835,1.0,0.010925343486177784,0.004579020347618587
Slc25a13,0.9320248,1.0,0.011587485515643106,0.005245450539056034
Tbc1d7,0.40874043,1.0,0.023174971031286212,0.016811239022712372
Chuk,0.07651109,1.0,0.06902830657175964,0.062106994292347874
Rad9b,0.40579915,1.0,0.02168515146498924,0.015327894403061279
Pecr,0.3856529,1.0,0.02118854494289025,0.01481194844840003
Phf10,0.37287268,1.0,0.02151961595762291,0.015145163544118753
Trav14n-1,0.31426996,1.0,0.036748882635325275,0.030516053443401803
Ddx28,0.14962763,1.0,0.03476245654692932,0.028205045521481623
Cbwd1,0.004230673,1.0,0.14053964575401423,0.1316307116829512
Lnx2,0.04348902,1.0,0.07862936599900679,0.07154450571302656
Dnajc17,0.0014104053,1.0,0.0885614964409866,0.0809175238893726
Trav12-3,0.29486692,1.0,0.050157258731998014,0.04412412799759225
Upf3b,-0.01849695,1.0,0.18887601390498263,0.17743166403319252
Sepsecs,0.19138421,1.0,0.03492799205429565,0.02850601399503402
Efcab14,0.00071667717,1.0,0.135408045025658,0.12660023862500402
Rpl27-ps3,0.0774164,1.0,0.06522098990233405,0.05844162823944192
Mipep,0.38378286,1.0,0.02168515146498924,0.015360141025227607
Arc,0.7545766,1.0,0.015394802185068697,0.009136542947126288
9930021J03Rik,0.08353445,1.0,0.049329581195166367,0.04266228112605205
Ppp1r10,0.009221805,1.0,0.17232246316834962,0.16263046445884793
Trav16n,0.32250088,1.0,0.04800529713623572,0.0419958509346146
Prelid1,0.033420205,1.0,0.5845058765105116,0.5542871884170133
Ankrd52,0.3305363,1.0,0.02416818407548419,0.017843130932034868
Gfm2,0.026273478,1.0,0.08078132759476908,0.07345780529489536
Gm36756,0.9831071,1.0,0.012415163052474755,0.006180602581879548
Cenpo,0.103824146,1.0,0.04452905148154279,0.03795427428976815
Lrrfip2,0.037430987,1.0,0.047508690614136734,0.04077047929229413
Ccdc32,-0.007767637,1.0,0.12729680516470784,0.11845259209097847
Dnaaf2,0.00053842063,1.0,0.08376096672736302,0.07622026592714413
Cables2,0.44272447,1.0,0.019036583347127958,0.012758913503810476
Eid1,0.08592119,1.0,0.06389670584340341,0.057205507723066006
Hddc2,-0.0234506,1.0,0.1832478066545274,0.17174550965786334
Golga5,-0.0077426382,1.0,0.11935110081112399,0.11077789601539238
Spred1,1.1204937,1.0,0.010428736964078795,0.0042243075037889785
Ndufaf5,0.029168546,1.0,0.06737295149809634,0.06032268119914439
Uqcc1,0.009490096,1.0,0.08707167687468963,0.07947717476594326
H60b,1.1698376,1.0,0.010263201456712464,0.004073823267012781
Pelo,0.11716879,1.0,0.0473431551067704,0.040867219158793114
Arf2,0.1711506,1.0,0.040887270319483526,0.034557630088248255
Ldlr,0.11276992,1.0,0.049329581195166367,0.0428772586071609
Tbcd,0.029188246,1.0,0.10031451746399603,0.09296701170552385
Ppa2,0.0119964285,1.0,0.08392650223472935,0.07653198327475197
Trpm4,0.43529928,1.0,0.01986426088395961,0.013683316672578548
Nras,-0.003690712,1.0,0.271809303095514,0.25654337708125075
Cwc25,0.033526737,1.0,0.08674060585995697,0.07967065449894123
Odf2,-0.010024231,1.0,0.10561165369971859,0.0975890275493642
Incenp,0.06690296,1.0,0.04651547756993875,0.039953564864080485
Trav6d-5,0.4187625,1.0,0.031451746399602715,0.02543183601517741
Mob2,-0.0072128335,1.0,0.1325939414004304,0.12393451785925425
Chid1,0.04093348,1.0,0.07200794570435358,0.06513817677598271
Zfp599,0.39282686,1.0,0.02085747392815759,0.014715208581901045
Ube2d1,-0.0071896976,1.0,0.12829001820890581,0.11966721485924349
Foxn2,0.015963415,1.0,0.1562655189538156,0.1476895295217826
Drosha,0.04896247,1.0,0.0693593775864923,0.06257994475078736
Mfsd4a,0.7780215,1.0,0.015560337692435026,0.009491255790955897
Snap23,0.029813472,1.0,0.09452077470617447,0.08733460170047187
Atl2,0.15616715,1.0,0.04154941234894885,0.03527780464996292
Apc,-0.0028668947,1.0,0.12133752689951995,0.11321789042597788
Cbfa2t2,0.12310165,1.0,0.04105280582684986,0.03468661657691357
Rapgef2,0.15370892,1.0,0.042211554378414166,0.03595498371545581
Rab35,0.0751363,1.0,0.05479225293825526,0.048240946760826804
Myo5a,0.22012763,1.0,0.026816752193345474,0.0205948426902282
Armcx2,0.30411893,1.0,0.0269822877007118,0.020852815667558824
Nudt8,0.052309345,1.0,0.059427247144512495,0.052766222738168174
Fbrs,0.058110073,1.0,0.06571759642443305,0.059032816312491264
Mapk3,0.079424165,1.0,0.04552226452574077,0.03908290606558963
R3hcc1l,0.07350571,1.0,0.07233901671908624,0.06574011372308751
Fam58b,-0.013459977,1.0,0.15014070518126138,0.14022981092730535
Rtf1,-2.7013997e-05,1.0,0.36798543287535174,0.34554405426031626
Mkl2,0.06675328,1.0,0.047508690614136734,0.04102845226962476
Clk2,0.10092152,1.0,0.048832974673067374,0.04247955026710952
Asnsd1,-0.021007368,1.0,0.118357887766926,0.10974600410606988
Plin2,0.17465414,1.0,0.03310710147326602,0.026915180634828503
Jmjd4,0.18071249,1.0,0.03443138553219666,0.028215794395537067
0610009O20Rik,0.01756668,1.0,0.07796722396954146,0.0708995732697
Helb,0.01580793,1.0,0.07780168846217514,0.07071684241075747
Csnk1e,0.26227644,1.0,0.029299784803840424,0.023206819085700773
Pigo,0.07163354,1.0,0.0523092203277603,0.045822450098352195
Fbxo42,0.04751576,1.0,0.059758318159245156,0.053196177700385885
1810006J02Rik,0.30615968,1.0,0.027644429730177122,0.02159448797738437
Trmt13,0.013560927,1.0,0.09998344644926337,0.09259080111358335
Zfp644,-0.0059718923,1.0,0.1941731501407052,0.18361226661507207
Tbc1d31,0.7298349,1.0,0.012746234067207415,0.006728795158707126
Tlcd2,0.406538,1.0,0.01853997682502897,0.012490191652424409
Lrrc40,0.17083013,1.0,0.0374110246647906,0.03122547913106102
Ticam1,0.20041068,1.0,0.034100314517463995,0.027968570292261886
Cst7,0.11839299,1.0,0.05744082105611654,0.05120763600012899
Gmnn,0.046778195,1.0,0.06290349279920543,0.05628110455429794
Fam103a1,0.0019797278,1.0,0.32279423936434365,0.30287102426020873
Zfp653,0.37496653,1.0,0.02052640291342493,0.014500231100792193
Pign,0.17330469,1.0,0.0374110246647906,0.03130072124944912
Tysnd1,0.008443707,1.0,0.08707167687468963,0.07982113873571743
Wdr41,0.19932424,1.0,0.031782817414335376,0.025689808992508036
Prps2,-0.01775963,1.0,0.20675384870054628,0.19450087603323551
Gm10036,0.10506563,1.0,0.046349942062572425,0.0400825513527458
Zfp276,0.10620597,1.0,0.05098493626882966,0.04477980931497426
Aldh9a1,-0.027780447,1.0,0.15825194504221154,0.14773252501800435
Mast2,0.5190474,1.0,0.01721569276609833,0.011243322261993056
Trim33,0.06042329,1.0,0.06389670584340341,0.057441982952285746
Zfp384,0.2076317,1.0,0.027478894222810794,0.0214010082443864
Mtfr1,-0.015952641,1.0,0.09369309716934282,0.08609848118409597
Coq3,0.028087217,1.0,0.05859956960768085,0.05193855943589909
Rnf144a,1.0192741,1.0,0.010925343486177784,0.004998226435780852
Nme6,0.13180417,1.0,0.03360370799536501,0.027441875463545193
Phc2,0.08028368,1.0,0.05462671743088893,0.04828394225704857
Tbc1d8b,0.25422075,1.0,0.027478894222810794,0.0214762503627745
Brap,0.12251558,1.0,0.04949511670253269,0.04331796244343405
Kctd3,0.31148922,1.0,0.02350604204601887,0.01753141358442703
Txnrd1,0.0044771116,1.0,0.08392650223472935,0.07668246751152817
Phactr4,0.10934328,1.0,0.04204601887104784,0.035868992723012263
Map1lc3a,0.48822558,1.0,0.0187055123323953,0.012791160125976805
Tex2,0.15125906,1.0,0.034265850024830326,0.02818354777337074
Zfp282,0.19593365,1.0,0.031617281906969046,0.02559306912600905
Wdr1,0.038968336,1.0,0.6186061910279755,0.587082003160169
Zmynd19,0.8105302,1.0,0.012746234067207415,0.006847032773316995
Strn,0.04984312,1.0,0.07713954643270982,0.07056635817398127
Gstz1,0.14231136,1.0,0.03211388842906804,0.026023024088226758
Cdk5rap3,-0.0034431776,1.0,0.1650389008442311,0.1555469564563112
Smad3,0.25556362,1.0,0.027975500744909784,0.022013694065546634
Khnyn,0.0048816353,1.0,0.0859129283231253,0.07883224232261671
Zswim8,0.071443066,1.0,0.047674226121503065,0.04140466286156525
Rcbtb1,-8.727578e-05,1.0,0.13673232908458866,0.12856728257715005
Galnt7,0.025997585,1.0,0.12696573414997517,0.1197424569776316
