gene,logfoldchange,adj_p_value,T.4N_Nr4a1_percent,other_percent
Ino80e,0.13053678,0.04069153533263523,0.17348121171991393,0.14917287414143368
Nsrp1,0.10532364,0.04098338555052807,0.20443635159741766,0.17939870798533852
Lmbr1l,0.13051483,0.04104165250474454,0.20327760304585332,0.17968892758483548
Kpna6,0.42145628,0.041144522864960974,0.0693593775864923,0.04868165059709995
Kmt2a,0.112098135,0.04126482682406658,0.23191524582022843,0.20772199112143003
Ptdss1,0.1318965,0.041333922049984186,0.15725873199801357,0.13327528941343394
Tbca,0.08447821,0.04159492630696618,0.659493461347459,0.6195113561854396
Prkx,0.24198471,0.04200767692992352,0.12415163052474756,0.10333967516902605
Siah2,0.97972035,0.04204229273329045,0.03774209567952326,0.017542162458482474
Fam50a,0.106204085,0.04247110363756063,0.22413507697401092,0.19828447970075136
Mien1,0.085829906,0.04265817454889152,0.3630193676543619,0.3302269087313104
Adprh,0.10845203,0.04284634442405194,0.21916901175302103,0.19342598862769125
Srsf4,0.21899256,0.04309221285291086,0.1117364674722728,0.09010781120677609
Fam216a,0.48793018,0.04353244757469421,0.05992385366661149,0.03950211215375189
Ercc1,0.20969692,0.043599167476401475,0.1150471776195994,0.09328947792718713
Ccz1,0.17906895,0.04404767661643865,0.1337526899519947,0.11139058183655262
Ube2g2,0.16188636,0.04413382335967409,0.15494123489488495,0.13224339750411143
Fgfr1op,0.4703947,0.04430101142613021,0.06522098990233405,0.04489804692958413
Wdfy1,0.30782437,0.0443225836078058,0.08690614136732329,0.06603033332258446
Zdhhc13,0.3603703,0.04440968298105438,0.08127793411686807,0.06083862715380564
Rad23a,0.09665203,0.044511993080199486,0.22860453567290184,0.20199284124987907
Tcf25,0.0824757,0.044848288161152196,0.5600066214202947,0.5138284264723271
Snf8,0.122349,0.044887028886037586,0.1910279755007449,0.16726322917674374
Pdss1,0.4208557,0.0453952942549155,0.06869723555702698,0.04829469113110402
Wapl,0.15608001,0.0456015866311263,0.14931302764442972,0.12691195597261187
Dido1,0.14344627,0.04566603517201266,0.17795067041880483,0.15525673685681424
Cry1,0.31000936,0.04582153444469143,0.08045025658003642,0.059624004385540615
Rnaseh2b,0.24318624,0.04585313035330092,0.0935275616619765,0.07216794040824223
Stxbp2,0.14319782,0.046022194353593344,0.15593444793908293,0.13300656756204787
Psip1,0.09793599,0.046022194353593344,0.2151961595762291,0.1894596541012329
Reep3,0.5516598,0.046041988551885196,0.056613143519284884,0.03644943192200617
Lsm14a,0.18826157,0.046100783840646406,0.13011090878993545,0.10834865047886234
Mpzl3,0.4936284,0.04633772862248309,0.06191027975500745,0.041737877957283974
Dlg4,0.35433316,0.04669194315610908,0.0809468631021354,0.060537658680253244
Ints7,0.20783095,0.0469833343830673,0.11256414500910446,0.09106446099771048
D1Ertd622e,0.411525,0.047416700803539026,0.0726700877338189,0.05250824976083755
Itfg2,0.17586432,0.04755731040218193,0.13805661314351927,0.11609858867283653
Smad2,0.13136409,0.047678861370247044,0.15775533852011256,0.1343716745670891
Bak1,0.1661563,0.04839748294119998,0.13772554212878663,0.11536766523706642
Emc3,0.10103658,0.04864208845036177,0.22198311537824864,0.19634968237077166
Creg1,0.13436104,0.049030897556026264,0.1496440986591624,0.12629927015145165
Polr2b,0.13989298,0.0492032796069093,0.15394802185068698,0.13124375221695528
Atxn2l,0.08425186,0.04929024535280774,0.27594769077967224,0.24867520127266668
Cox7a2,0.074341945,0.04934602716805834,0.7073332229763284,0.6771038233745015
Gm8186,0.07521025,0.049391452251698956,0.7521933454726039,0.7219158793116421
Kcnq1ot1,0.10159746,0.04947333142645319,0.21006455884787287,0.18546107295260822
2900097C17Rik,0.28314853,0.04953438360636433,0.09385863267670916,0.07335031655434093
Acer3,0.51175797,0.04960593229445546,0.056778679026651215,0.03678264701772489
9430038I01Rik,0.37341008,0.04978692296891613,0.07134580367488827,0.05104640288929735
Akirin1,0.11579262,0.0502735491069493,0.22148650885614965,0.19783302699042277
Selenof,0.083990894,0.05030799954567617,0.660983280913756,0.6207152300796491
Enoph1,0.3045014,0.0503571486115669,0.08574739281575898,0.06537465200520245
Edc3,0.21316472,0.05080802151267793,0.11322628703856977,0.0923758236324745
Crtc1,0.96536183,0.0512288518342565,0.03757656017215693,0.01796136854664474
Fbxw11,0.34094304,0.05139729945813796,0.07896043701373945,0.058753345587049755
Tfam,0.09512187,0.05209300488800013,0.2312531037907631,0.2052712478367891
Mrps27,0.252805,0.05209300488800013,0.08409203774209568,0.06327862156439112
Ubqln1,0.264524,0.05209300488800013,0.09203774209567953,0.07141551922436125
Mettl25,0.33870772,0.05216360449284492,0.08276775368316504,0.06268743349134179
Chst15,1.9138415,0.05225187207948914,0.025989074656513823,0.006535315425709157
Cpsf7,0.1579736,0.05227367237510023,0.14550571097500414,0.12365504713381273
Rsrc2,0.07819498,0.05229918985342142,0.37891077636152953,0.348403254759064
Eri3,0.24042222,0.05288206261952986,0.09650720079457044,0.0756075801059839
Btaf1,0.35946447,0.05294200194610692,0.07697401092534349,0.05695828361979083
Donson,0.26065335,0.05315694928275354,0.10660486674391657,0.08642094740575924
Ddi2,0.49991497,0.05315694928275354,0.05876510511504718,0.03900766394720153
Atp23,0.6086498,0.05411398383641133,0.04999172322463168,0.030365569206625607
Itih5,0.76398844,0.054877388726013,0.04337030292997848,0.023926993647415434
Tmem243,0.94210094,0.055404929329590735,0.03989405727528555,0.02060559156428364
Ddx42,0.08535386,0.05593621233417719,0.2559178943883463,0.22887577526254124
Dhx38,0.3499051,0.05601759004344342,0.07664293991061083,0.0567755527608483
Srcap,0.17587143,0.05612085642950598,0.13342161893726204,0.1120892586501564
Foxj3,0.3616785,0.05613750321351473,0.07614633338851183,0.056313351176464264
Mcts1,0.07528072,0.05625250299741592,0.33090547922529384,0.29791579332064966
Sap30bp,0.1550139,0.05676151531684287,0.14269160734977654,0.12091408424967484
Tars2,0.2585558,0.05676151531684287,0.10312862108922363,0.08291681446368493
Pex13,0.12345911,0.057800831790699315,0.17099817910941897,0.1482699687207765
Ints12,0.31849414,0.05787644129960417,0.08177454063896705,0.06184902131501725
Atp5c1,0.06425272,0.05787644129960417,0.7752027809965237,0.7530016230799824
Ppp6r3,0.14946076,0.05790473444688136,0.15461016388015228,0.13282383670310535
Kansl1,0.10753726,0.0579363849957275,0.18804833636815096,0.16440402867799597
Cyb5b,0.12631468,0.0579363849957275,0.1541135573580533,0.1313512409575097
Snrnp200,0.109242134,0.058436363961613814,0.19615957622910113,0.17225070673846915
Pim2,0.17460743,0.05874525655432092,0.18490316172819068,0.1643610331817742
E430024P14Rik,2.2757492,0.0593654131261895,0.02416818407548419,0.005116464050390721
Vps50,0.29423976,0.059531846541604205,0.09071345803674888,0.07078133565509014
Thap12,0.5073667,0.059693589873158294,0.0561165369971859,0.03670740489933679
Tmem248,0.34969646,0.059699732026277486,0.07548419135904652,0.05580815409585846
Spout1,0.2576429,0.05996012566405139,0.09087899354411522,0.0706738469145357
Pten,0.18611562,0.059987933338962046,0.13110412183413342,0.11035868992723012
Scap,0.35532758,0.06060679522841927,0.0748220493295812,0.05517397052658734
Hikeshi,0.09104563,0.0606393522124142,0.21155437841416985,0.18621349413648922
Dnajc27,0.7989417,0.06078912348526436,0.04270816090051316,0.023604527425752152
Tacc1,0.11821125,0.06084925164652857,0.1953318986922695,0.17232594885685723
Trub2,0.20385571,0.061505942011259813,0.1155437841416984,0.09499854890200252
Cenpt,0.3536567,0.06154226742966505,0.07316669425591789,0.053550890544215496
Haus1,0.23856066,0.06158185101329792,0.09038238702201622,0.06998591897498738
Zfand5,0.10200622,0.061855178711782116,0.20013242840589307,0.17603431040598497
Eif2ak4,0.5398715,0.061855178711782116,0.055785465982453236,0.03661066503283781
Mrpl19,0.11124541,0.062021294513177914,0.16719086243999337,0.14375544161749057
Tmem251,0.20592958,0.0621439262744723,0.11984770733322297,0.09951307600528844
Qtrt2,0.7611415,0.06264030295324156,0.04303923191524582,0.023991486891748088
Ptp4a3,0.086964116,0.06286641004868822,0.31236550240026484,0.28452269624756804
Jagn1,0.15747558,0.06293714965668412,0.14865088561496442,0.1271484312018316
Dnajb5,0.674063,0.06355734724890143,0.0473431551067704,0.028355529758257822
Capza1,0.0782029,0.06383663520981006,0.6676047012084092,0.6313888620167037
Adamts6,0.7421265,0.06383663520981006,0.0456878000331071,0.026732449775885975
Xlr4a,0.26186553,0.06409269570975518,0.0880648899188876,0.06818010813367299
Mettl6,0.30221078,0.06409269570975518,0.07896043701373945,0.05924779379360012
Pcgf5,0.11412929,0.0641717993047772,0.17910941897036914,0.15593391592230713
Rad18,0.34094116,0.06418665924487961,0.0797881145505711,0.06038717444347705
Map2k3,0.24124075,0.06456609441192958,0.09617612977983778,0.07604828394225704
Sqle,0.57423747,0.06508710007711943,0.05462671743088893,0.03565401524190341
Ndel1,0.11122213,0.06518875928084018,0.19847707333222978,0.17483043651177538
Ttc1,0.13754167,0.06614136768324605,0.16222479721900349,0.14040179291219246
Upf2,0.13236614,0.06630175605535416,0.1711637146167853,0.14963507572581772
Rpl36,0.020249758,0.06632172388881366,0.9968548253600398,0.9954532262745477
Gtf2h3,0.26976117,0.06632172388881366,0.08955470948518457,0.06981393699010029
Cnih1,0.10958105,0.06637167183536012,0.1701705015725873,0.14677587522706997
1500011K16Rik,0.08688274,0.0670377954986999,0.2350604204601887,0.20861414766803177
Frg1,0.07617761,0.06743800606683184,0.34315510677040223,0.31289972375393676
Pepd,0.12259435,0.0676879734479964,0.13888429068035094,0.11676501886427397
Trmt10c,0.109751776,0.06856712866474507,0.18374441317662638,0.16067416938075738
Plekhj1,0.07297896,0.06993243338992544,0.5172984605197815,0.4794535272430213
Pold1,0.33593538,0.06993698382231757,0.06704188048336368,0.04762826093966657
Bloc1s4,0.2911757,0.07008969101869686,0.0814434696242344,0.061945761181516235
Poglut1,0.3155655,0.07016796542306232,0.08061579208740274,0.061333075360356
Tnfaip1,0.4392786,0.07020755788271134,0.062241350769740106,0.04328571582126772
Bri3,1.0152113,0.07030926786183704,0.035259063069028304,0.01663925703782529
Mtf1,0.21598418,0.07044757874984639,0.09650720079457044,0.07639224791203121
Bag1,0.3091669,0.07050668598096681,0.07366330077801689,0.054228069609708385
Zbed5,2.5165794,0.07080667845671688,0.02218175798708823,0.0036546171788505153
Lgals7,3.3254406,0.07081318095645481,0.02069193842079126,0.0021820214332548666
Desi1,0.15566391,0.0712679974996127,0.135408045025658,0.11423903346124493
Pip4k2a,0.11625963,0.07151419296175249,0.19864260883959609,0.17634602775359282
Mrps23,0.09110011,0.07172095905378605,0.2244661479887436,0.19903690088463233
Slc37a3,0.36546203,0.07241030634258688,0.07962257904320477,0.06093536702030462
Zcchc17,0.06678743,0.07252788836457622,0.25575235888097997,0.22827383831543646
Efhd2,0.18970482,0.07289113249321033,0.1117364674722728,0.09146216933776187
Dapl1,0.046570525,0.07331278200368452,0.2531037907631187,0.22668300495523094
Oxa1l,0.084000014,0.07348003064960931,0.2267836450918722,0.20156288628766136
Gm47283,0.2834463,0.0736739222022882,0.08508525078629366,0.06571861597497662
Med13,0.32260272,0.07368740064061134,0.08111239860950174,0.062106994292347874
BC005537,0.11598443,0.0737331268394352,0.19301440158914088,0.17074586437070716
Slc26a10,1.1528116,0.0738748395047426,0.03310710147326602,0.014682961959734718
Taf11,0.13492525,0.07395650645916671,0.15245820228439,0.13128674771317705
Pin4,0.07569546,0.07532413708814338,0.2807482204932958,0.2526630335472359
Map2k7,0.14233409,0.07603459421004394,0.1385532196656183,0.11783990626981823
Lyrm2,0.11594166,0.07614357363825147,0.18142691607349776,0.15933056012382704
Pofut1,0.28470606,0.07692635542710054,0.08624399933785797,0.06723420721679405
Col4a3bp,0.18215868,0.07714202424264985,0.12862108922363846,0.10890759192974536
Lman1,0.16622698,0.0771484826283025,0.1150471776195994,0.09481581804306
Mff,0.06981545,0.07722370386415688,0.2999503393477901,0.2702804381241065
Hells,0.4807681,0.07805444709153682,0.05214368482039398,0.03347199380864854
Pold3,0.29180002,0.07812555205455021,0.07631186889587817,0.05719475884901057
Mrps18c,0.08076224,0.07812676156507979,0.2675053799039894,0.24058129910891835
Dpp3,0.12280273,0.07871088044543786,0.14881642112233073,0.1272236733202197
Cstf2t,0.27443442,0.0788253723530027,0.08872703194835292,0.0695667128868251
Uap1,0.7020518,0.0791548176456676,0.044860122496275454,0.026538970042888008
Crem,0.66837263,0.08060245840553859,0.047839761628869396,0.029634645770855502
Scaf8,0.12657996,0.08069251193214669,0.16470782982949841,0.1433362355293283
Actg1,0.00728607,0.08087526591734719,0.9884125144843569,0.9910676856599271
Adh5,0.0778906,0.08096639220034688,0.39993378579705346,0.3681166897767459
Ormdl3,0.17177032,0.08107668158401571,0.14020857473928158,0.1202476540582374
Slc25a32,0.21021692,0.08107668158401571,0.10892236384704519,0.08938763664506143
Wasl,0.088811435,0.08116099748719484,0.22512829001820892,0.20138015542871884
B3galt6,0.4567582,0.0814055725021791,0.060917066710809466,0.042468801393054076
Camkk2,0.35893476,0.0816751830412985,0.07118026816752193,0.052583491879225654
Mrps15,0.073073946,0.081735719064208,0.3183247806654527,0.2877366095901454
Zfp407,0.31067264,0.08217985044652039,0.07912597252110577,0.06043016993969882
Cxcr5,1.6830293,0.08238920648848491,0.02565800364178116,0.007588705083142541
Mthfd2,0.09954042,0.08262370475937615,0.288362853832147,0.26485225672610796
Tbl1xr1,0.18375926,0.0826540059381927,0.10544611819235226,0.08574376834026635
Ppp1r7,0.13094589,0.08356884822424054,0.14765767257076642,0.1267722206098911
Cggbp1,0.117366664,0.08363313090216143,0.17530210230094356,0.15395612309610568
Vps72,0.09919342,0.08429321206846718,0.19897367985432876,0.17634602775359282
Atp13a1,0.18685663,0.0848556256773561,0.12034431385532196,0.10089968075844055
Nedd1,0.25472066,0.08523715054111498,0.09021685151464989,0.07129728160975138
Ddx31,0.23318931,0.08545793903586049,0.09170667108094686,0.07255489987423817
Rfwd3,0.31596693,0.08601659703904675,0.0748220493295812,0.05616286693968807
Zfp131,0.23657724,0.08643710119667461,0.09385863267670916,0.07475841905560393
Pogk,1.8971678,0.0865893281128044,0.02400264856811786,0.006094611589436007
Med9,0.2230345,0.08693846887395679,0.08624399933785797,0.06702997860974062
Ppard,0.49793065,0.08703912120244897,0.059758318159245156,0.041716380209173086
Ppp2ca,0.17896496,0.08709664055293911,0.11570931964906472,0.09614867842593489
Eef1akmt1,0.076508775,0.0871625096312003,0.24582022843900017,0.2201261917814109
Trav14d-2,0.9405459,0.08762753623005208,0.03972852176791922,0.021938451947158537
Actn4,0.06761064,0.08790935341117065,0.3135242509518292,0.28445820300323543
Ggta1,0.74650437,0.08796634116797201,0.0423770898857805,0.024442939602076684
Coro1c,0.14999379,0.08796634116797201,0.12398609501738123,0.10376963013124375
E130208F15Rik,0.7653947,0.0885200723046263,0.04055619930475087,0.02260488213859598
Cxxc1,0.105679885,0.08915705696341165,0.17397781824201292,0.15223630324723486
Ppp2r3c,0.26392823,0.08954404780002961,0.08508525078629366,0.06636354841830318
Mxd1,0.57737744,0.08954404780002961,0.05379903989405727,0.03593348596734492
Gtf3c2,0.14011306,0.09006576784597195,0.13126965734149976,0.11117560435544377
Lcor,0.20169222,0.09011488726939544,0.11239860950173812,0.09334322229746433
Ercc8,0.3261014,0.09048637529562578,0.07167687468962092,0.053239173196607655
Cers5,0.07446071,0.09070237703985126,0.2151961595762291,0.19068502574355337
Zcchc6,0.08990076,0.0911052402683507,0.237212382055951,0.21426805542119462
Heg1,0.59448934,0.0911373003569708,0.047508690614136734,0.02958090140057829
Alyref,0.52069914,0.09138611497661969,0.04949511670253269,0.03145120548622532
Slc6a6,0.11028056,0.09169432017651245,0.16669425591789439,0.14515279524469812
Pxn,0.19931881,0.091705512941932,0.10163880152292666,0.08244386400524545
Gm11707,0.1493187,0.09174057556163964,0.16106604866743918,0.14137994045123772
Smc5,0.17202272,0.09210172543086324,0.11670253269326271,0.09726656132770092
Psmd5,0.10158378,0.09232620405565407,0.202118854494289,0.18023712016166307
Dcaf1,0.19360729,0.09244952250794052,0.1034596921039563,0.08426042372061526
Senp5,0.2441127,0.09275171801072055,0.08607846383049164,0.06727720271301581
Arhgef7,0.26510122,0.09278484521922897,0.08789935441152127,0.06939473090193803
Bcat1,6.1175466,0.0934607548247385,0.01787783479556365,0.00023647522921973923
Wdr73,0.23523523,0.09349764266520055,0.09253434861777851,0.0737480248943923
Rbm42,0.06838393,0.09416430042204088,0.4017546763780831,0.36775122805886085
Ubr5,0.17220159,0.09419432503965174,0.1171991392153617,0.09778250728236217
Atp6v1c1,0.08614103,0.0944701943340686,0.20145671246482372,0.17802285210624186
Rc3h2,0.2192875,0.09454458093015604,0.09501738122827347,0.0761880193049778
Tsr2,0.4285243,0.09485199079751842,0.058434034100314516,0.040383519826298196
Slc35a1,0.2712174,0.09514666763177226,0.08508525078629366,0.06663227026968925
Fdft1,0.24185324,0.09528460405535659,0.0935275616619765,0.07498414541076823
Ino80d,0.21959944,0.09539587320711554,0.10196987253765932,0.0832607784334591
Ndufs7,0.07276381,0.09544169819971651,0.47690779672239697,0.4403383745552653
Snx1,0.0694947,0.09550132348502285,0.271809303095514,0.24420366966560253
Taf9,1.1158526,0.09555887980356287,0.030292997848038405,0.012629927015145164
Itgb1,0.12057926,0.09601314517051074,0.10544611819235226,0.08585125708082078
Tnnt1,0.809002,0.09612097014792027,0.0374110246647906,0.0197134350176819
Slc25a20,0.24244505,0.09677961142363901,0.09816255586823373,0.07977814323949567
Taf13,0.19024445,0.09691328886403265,0.1072670087733819,0.08821600937301817
Clpb,0.2637755,0.0978235483952246,0.0814434696242344,0.06296690421678329
Mrpl24,0.06987777,0.09810008167973719,0.32329084588644263,0.2946588844818505
Pola1,0.84245795,0.09817233145582123,0.035259063069028304,0.017617404576870572
Sec31a,0.09204329,0.09865728914559493,0.1969872537659328,0.1746799522749992
Got1,0.14395522,0.0993217796004616,0.12299288197318325,0.10298496232519644
Casc3,0.1812168,0.09975627636006493,0.11885449428902499,0.09974955123450818
Sec11c,0.073226064,0.10057378873046385,0.34861777851349113,0.31984349639375276
Prkrip1,0.26134992,0.10110707583129872,0.0864095348452243,0.06811561488934034
Brd7,0.16258511,0.10137846071969463,0.11438503559013409,0.09521352638311137
Nup35,0.19323123,0.10145417276324782,0.10528058268498593,0.0863349564133157
Tpm3-rs7,0.09186716,0.10145417276324782,0.2090713458036749,0.18654670923220792
Fancl,0.1925031,0.10155911271296489,0.0996523754345307,0.08090677501531715
Washc1,0.11535071,0.10222014316260718,0.16586657838106275,0.14490557114142294
Kcnf1,1.6847291,0.10231414025967332,0.02483032610494951,0.007470467468532672
Zc3h13,0.07740509,0.10234507534361612,0.2454891574242675,0.22151279653456302
Ist1,0.08715587,0.102741885810436,0.238205595100149,0.21424655767308373
Tiprl,0.07627229,0.10295047438439668,0.23456381393808973,0.20981802156224136
Pyurf,0.2056879,0.10317607408014835,0.08657507035259063,0.06768565992712264
Nacc1,0.62397873,0.10390618917155305,0.04684654858467141,0.029408919415691206
Rad17,0.16640443,0.10415249233682751,0.11968217182585665,0.10063095890705448
Pigf,0.27478448,0.10433000333024978,0.07862936599900679,0.06050541205808692
Icam5,4.717616,0.10458472949733288,0.01787783479556365,0.0006019369471047908
Cndp2,0.095826015,0.104613953201598,0.16801853997682503,0.14635666913890769
Ap2a1,0.1814574,0.10597197348450624,0.101804337030293,0.08277707910096417
Mrpl22,0.0803827,0.1065570111664842,0.19003476245654694,0.1671557404361893
Setdb1,0.33365822,0.10680343525779407,0.07018705512332395,0.052368514398116794
Fbxl6,0.0867267,0.10702259936652439,0.18953815593444795,0.16694076295508045
Smyd2,0.96601325,0.10756007894337268,0.03376924350273133,0.01648877280104909
Slc4a7,0.22158626,0.10765265180872481,0.08574739281575898,0.06737394257951479
C330007P06Rik,0.25399974,0.10765265180872481,0.08657507035259063,0.06857781647372438
Clcn3,0.07502607,0.10765265180872481,0.238205595100149,0.2135801274816463
Ufc1,0.06263006,0.10783062258693397,0.2797550074490978,0.2514484107789709
Prpf38b,0.06515111,0.10808170002154888,0.4474424764111902,0.41422935947459505
Slc7a6os,0.19447283,0.10818034157949225,0.10759807978811455,0.08910816591961992
Mpp6,0.60492617,0.10818531576193752,0.0456878000331071,0.028323283136091493
Nudt2,0.1709865,0.10858267260524113,0.09253434861777851,0.07353304741328345
Coq7,0.35806632,0.10878507514381967,0.05760635656348287,0.039813829501359733
March5,0.3725773,0.10894663351889618,0.06356563482867075,0.04586544559457397
Kat7,0.11617101,0.1092113243906311,0.16470782982949841,0.14429288532026271
Mnt,0.34378564,0.10967205911618576,0.06869723555702698,0.050992658519020136
Josd2,0.092761055,0.10987874240065251,0.19284886608177454,0.17156277879892082
Epn1,0.17641824,0.11002368385288354,0.10875682833967885,0.08997882471811078
Gm6793,0.7199838,0.11057632462032507,0.040887270319483526,0.02366902067008481
Prim1,0.41741994,0.11074224462360044,0.055619930475086905,0.03808326077843346
Nrf1,0.13810498,0.1108668662874942,0.13391822545936102,0.11450775531263101
Snip1,0.1941862,0.11151134636818069,0.10941897036914418,0.09089247901282341
Glmn,0.33149496,0.11177968515454687,0.0665452739612647,0.04881063708576527
Hmgxb3,0.25643873,0.11188183411951196,0.08558185730839266,0.06775015317145529
Mpg,0.12952301,0.11201301749952851,0.13772554212878663,0.11815162361742608
Supt6,0.085512854,0.11323826734061096,0.21817579870882303,0.19555426569066892
Sephs2,0.16008347,0.11376659568300657,0.12133752689951995,0.1022970343856481
Wdyhv1,0.15207261,0.11396836649359134,0.12464823704684655,0.10580116732772242
Syap1,0.13489087,0.11417778028910461,0.1342492964740937,0.11491621252673782
Tbc1d2b,0.71387386,0.1142072818483558,0.04039066379738454,0.02327131233003343
Senp6,0.119276196,0.11489794479254127,0.15725873199801357,0.13711263745122698
Ece1,0.25641173,0.11489794479254127,0.07896043701373945,0.061128846753302594
Smox,0.9709133,0.1155147810551885,0.03327263698063235,0.016273795319940235
Lamp1,0.13568603,0.11580024225141862,0.12150306240688628,0.10211430352670557
Vta1,0.071083635,0.11597301162154985,0.2256248965403079,0.20193909687960185
Mgrn1,0.16968782,0.11610800261539608,0.12348948849528224,0.10499500177356422
Net1,0.18110378,0.11622642592846029,0.09766594934613475,0.07911171304805821
A930024E05Rik,0.6623899,0.11632161020863091,0.04452905148154279,0.02753861533004418
Paf1,0.102795884,0.11712737161103993,0.18523423274292336,0.16460825728504938
Ankrd55,0.3631586,0.11810875319749732,0.0643933123655024,0.04703707286661722
Cbarp,0.805766,0.11852348961395431,0.03774209567952326,0.020788322423226167
Cdc16,0.22581518,0.11862894474719045,0.08707167687468963,0.06907226468027475
Zfp146,0.33628255,0.11943961094930058,0.06621420294653203,0.04874614384143261
Golt1b,0.2729354,0.11978992350590985,0.08392650223472935,0.06638504616641407
Dph5,0.07793147,0.11979455848990922,0.25293825525575236,0.22945621446153516
Slc39a14,0.727392,0.11988799288450512,0.03890084423108757,0.021949200821213977
Rnft1,0.1263732,0.12002190109604062,0.13623572256248964,0.11691550310105016
Pofut2,0.1679958,0.12028864585570316,0.11438503559013409,0.09582621220427161
Eif2b1,0.15209834,0.12067950052678286,0.11868895878165867,0.1000290219599497
Rln3,2.1975179,0.12097324184228489,0.02185068697235557,0.0050734685541689506
Etnk1,0.12147912,0.1211244745651789,0.1612315841748055,0.14160566680640202
Coq10b,0.21459611,0.12124373442352704,0.09998344644926337,0.08213214665763761
Zkscan17,0.44648233,0.12160079006338351,0.057109750041383876,0.0400825513527458
Cd72,0.587651,0.12160079006338351,0.04668101307730508,0.029731385637354488
S100pbp,0.3216037,0.12169426184190854,0.0748220493295812,0.05754947169284017
Trmt10a,0.2876712,0.12228570995125353,0.07680847541797715,0.05937678028226543
BC005624,0.06640956,0.12228570995125353,0.26667770236715777,0.24104350069330238
Tuba1a,0.092171304,0.1227637648417762,0.2521105777189207,0.23136951404340395
Slc44a2,0.071584776,0.12329387650313514,0.5168018539976825,0.4815388088097772
Mrps9,0.079104714,0.12343181787780201,0.1810958450587651,0.1593520578719379
Sh3glb1,0.07478887,0.12343181787780201,0.21883794073828836,0.195629507809057
Sh2d3c,0.08521787,0.12344377610440006,0.19665618275120014,0.17560435544376726
Ifnar2,0.08564651,0.12425084690428817,0.23042542625393148,0.2084206679350338
Prep,0.38706082,0.12440877783993905,0.05926171163714617,0.042114088549224465
Twnk,0.50592154,0.12466119490560594,0.05081940076146333,0.033880451022755366
Sdccag3,0.18615362,0.12497901749198487,0.10428736964078796,0.08621671879870584
Fastk,0.099305645,0.12500641406478893,0.1579208740274789,0.1374136059247794
Gpr146,0.15238221,0.12502237460251586,0.11868895878165867,0.10021175281889222
Decr1,0.6956467,0.12552791663705667,0.03873530872372124,0.02188470757688132
Rfk,0.103407286,0.12556263114644142,0.13458036748882635,0.11456149968290821
Tfb2m,0.17675887,0.1263898578860827,0.10114219500082768,0.08293831221179582
Mink1,0.14101602,0.1264025652340965,0.1292832312531038,0.1106059140305053
Mmadhc,0.15115432,0.1264025652340965,0.11868895878165867,0.1000290219599497
Tspyl2,0.22164534,0.12646007146022167,0.09104452905148154,0.07339331205056271
Cops7b,0.26272485,0.12679215380393266,0.07912597252110577,0.061741532574462826
Prr3,0.31186476,0.1271356801158718,0.0693593775864923,0.052089043672675285
Topbp1,0.45678523,0.1272560094137803,0.04982618771726535,0.03283781023937742
Gga2,0.6009204,0.12785916467528385,0.04121834133421619,0.024367697483688583
Spag9,0.5581089,0.12913742648652815,0.050157258731998014,0.03349349155675943
Cep295,0.15112698,0.12924324465098105,0.12034431385532196,0.1017703395569314
Styx,0.15531226,0.13001465081790212,0.11819235225955968,0.09967430911612009
Yipf5,0.06863197,0.13007068347678205,0.2514484356894554,0.22706996442122687
Eps15,0.06838886,0.13027881847012132,0.25409700380731665,0.23064933948168928
Mrps11,0.12997112,0.1303211202080341,0.12464823704684655,0.10570442746122344
Sik2,0.20782366,0.13036092979515443,0.09882469789769906,0.08122924123698043
Dpp8,0.08416645,0.13045671236720371,0.15808640953484523,0.13733836380639128
Hcfc1,0.19416024,0.13053467557256385,0.09617612977983778,0.0783270452420109
Gm4316,0.48304722,0.13056054911507411,0.0523092203277603,0.0355250287532381
Eif2b5,0.29346058,0.13140373690459453,0.07382883628538321,0.05661431965001666
1700021F05Rik,0.17747955,0.13167991893710695,0.10048005297136235,0.0823793707609128
Tmem38b,0.4748271,0.1326115134551438,0.051481542790928654,0.03472961207313534
Calu,0.17025915,0.13368265505041352,0.11057771892070849,0.09254780561736158
Cul4b,0.13780622,0.13383181506501082,0.11686806820062903,0.09826620661485709
Tdp2,0.16675389,0.1338541701211704,0.1100811123986095,0.09209635290703298
Ddx23,0.09403477,0.13471001421287787,0.1844065552060917,0.1639310782195565
Zfp511,0.1109716,0.13501199840966482,0.1385532196656183,0.119291004267303
Pip5k1a,0.13866943,0.13501199840966482,0.13656679357722232,0.11783990626981823
Fem1b,0.29834163,0.135706796413543,0.07498758483694752,0.05800092440316877
Ywhaq,0.06902032,0.135706796413543,0.5515643105446119,0.5191383702557157
Rab6a,0.090988986,0.13582160973701338,0.17861281244827015,0.1584921479475025
Kptn,0.24337812,0.13584038787887184,0.0885614964409866,0.07142626809841669
Tmem206,0.6177124,0.13627726762372006,0.04353583843734481,0.027001171627272044
Slc35d1,0.39301118,0.13652279206021803,0.06058599569607681,0.043855406146206186
Dpf2,0.08370325,0.13737897966867763,0.2135408045025658,0.19252308320703407
Tmem41b,0.17894614,0.13749506842992626,0.09220327760304585,0.07448969720421786
Gapvd1,0.08826662,0.13819902353608404,0.203112067538487,0.18224715961003085
Uimc1,0.0688469,0.13824182960920836,0.21784472769409038,0.19523179946900562
