gene,logfoldchange,p_value,adj_p_value
Tle1,-0.11122654,0.931870516343253,1.0
Use1,-0.18671085,0.6384527032420542,1.0
Nfya,0.13577496,0.6691982936557921,1.0
Pdzd8,0.021565901,0.8036642648720008,1.0
Rnf111,0.12596259,0.5706795001492406,1.0
Gm48882,0.88428235,0.8125219396862364,1.0
Dvl1,-0.9929078,0.7424441032351605,1.0
Rsph3b,0.13262708,0.8548231961899001,1.0
Pnpla8,0.15816079,0.5426393941675488,1.0
Lysmd4,0.19587687,0.815982198101072,1.0
Tab3,0.47983474,0.8040497483754199,1.0
Kifc1,-0.304231,0.998765480061482,1.0
Casp7,-0.56601524,0.6665265523254351,1.0
Mzt1,0.15210684,0.3106731398804333,1.0
Fktn,0.39997444,0.47884295084452877,1.0
Ube2o,0.92370653,0.6187043861669163,1.0
Eid2b,0.7519247,0.6264342211104912,1.0
Sec23a,0.3576126,0.6414160673476055,1.0
Rhbdd3,0.6176676,0.69800360003654,1.0
Zfp444,0.31820744,0.36431054857430945,1.0
Kif13b,0.35574934,0.5057658192896042,1.0
Esrra,0.2441488,0.8987289173022598,1.0
Guf1,-0.39204824,0.8498465460938616,1.0
Sp6,-0.394948,0.9745188094660893,1.0
Bri3bp,0.45575362,0.05332629721672451,0.36922977541085605
Siah1b,-0.43303153,0.9360826957621384,1.0
Nthl1,0.742409,0.6538939562883256,1.0
Tmem79,0.27392185,0.8595172343388651,1.0
Ginm1,-0.19049989,0.680349729534591,1.0
Gpatch1,0.093281604,0.8124812524001309,1.0
Zfp809,-0.011598972,0.7673538793699142,1.0
Map3k14,-0.615833,0.07654511790096402,0.4880263714374393
D11Wsu47e,0.2954424,0.6675947436691573,1.0
Smarcal1,0.20923874,0.7310343443338699,1.0
Tmem86a,0.44817266,0.8547820428878424,1.0
Smdt1,0.26741934,0.0054600764693836625,0.05498346491767258
Spast,0.17707403,0.5862792292956353,1.0
Slfn9,-0.32336515,0.9564994964426565,1.0
Adcy3,-0.332147,0.9022998427470745,1.0
Ccdc102a,0.71782994,0.7836668613289465,1.0
Cdc14a,-0.16366364,0.9819859020136705,1.0
Tug1,-0.08089651,0.8379642169153179,1.0
Csf2ra,-0.25764477,0.9463493165197382,1.0
Car11,-0.16889337,0.9799986794722845,1.0
Fam110b,0.255182,0.8574372349632898,1.0
Sqstm1,-0.2199877,0.019079880213082483,0.16100520690188994
Kantr,0.61326784,0.332169358675802,1.0
Agpat2,-0.57977325,0.7906272200092603,1.0
Ubl7,0.09091065,0.41354106880695285,1.0
Ccdc138,0.23335849,0.9166234151684352,1.0
Cr1l,-0.50197244,0.015490685075137456,0.13481345037192732
Krt10,-0.20635161,0.9164777484641249,1.0
Fbxo31,0.111263655,0.9507342252396694,1.0
Lcn4,-0.47036916,0.9256183588275889,1.0
Pycr2,0.17762974,0.1306950037436473,0.7241233152897691
Sbk1,-0.27101955,0.8890854239290669,1.0
Usp20,0.67003465,0.4760466683216735,1.0
Nf2,-0.14363267,0.979915009580863,1.0
Alkbh2,0.2067346,0.6347285708992254,1.0
Gm5914,0.44182873,0.2684247123965344,1.0
Nsun6,-0.79242504,0.04258821205377482,0.3092716111005554
1700030K09Rik,0.685337,0.7049637907212742,1.0
Jmjd7,0.32677862,0.6741712040717236,1.0
Zfp236,-0.60534644,0.5225599686133136,1.0
Slf1,-0.20059358,0.9157286498151067,1.0
Gpalpp1,0.012600282,0.7592154196054897,1.0
Dubr,-0.41271028,0.7828811146996013,1.0
Qpctl,-0.01329671,0.8113422143077885,1.0
Klhdc10,-0.010813386,0.9325793667467128,1.0
Acot6,1.2034929,0.6118624895640927,1.0
Cradd,-0.048012547,0.9564786034876531,1.0
Pan3,-0.2686413,0.6545374728070645,1.0
Trmu,0.25589845,0.528341069551193,1.0
Lrba,-0.5224435,0.17968648199678228,0.9030925539681464
Gm11998,-0.041127075,0.9747697715703079,1.0
Zfp954,0.21086156,0.7650716793922885,1.0
Zfp65,0.4531831,0.5449016912944049,1.0
4632404H12Rik,0.4449341,0.6479065438358538,1.0
Cep72,0.19711973,0.8889610958160461,1.0
Fndc10,0.9997691,0.7425828770920015,1.0
Herc4,0.16848902,0.21720626404654841,1.0
Plekhm2,-0.15231559,0.9534494487905046,1.0
Zmym3,0.93789655,0.4128374440306405,1.0
Cyb561d1,0.21862443,0.7762213325147486,1.0
Erc1,-0.21281104,0.9333508235126656,1.0
Erlec1,-0.37412325,0.44971321109272777,1.0
Gmds,0.11399922,0.5317599069478894,1.0
Cep89,1.1545224,0.6951335671552425,1.0
Pcsk7,-0.59549034,0.218253691989874,1.0
Gm11361,-0.38701168,0.861804298634554,1.0
Sppl3,0.45382866,0.641810364007906,1.0
Rragb,0.06667378,0.9010539427986213,1.0
Eif4enif1,0.4838225,0.4128224810016661,1.0
Ciao1,0.1436869,0.3997652750576375,1.0
Zfp729b,-0.3129125,0.9594456955987642,1.0
Gm4737,0.17208134,0.8860194676916501,1.0
Ybey,0.43827975,0.6825423377128704,1.0
1700025G04Rik,-0.53336453,0.5597904064799615,1.0
St3gal3,-0.32542577,0.9419034265488639,1.0
Rab26,-0.15121737,0.9981168349890964,1.0
Smyd3,-0.050548166,0.7432967032876853,1.0
Riok3,-0.1212529,0.6484910681099845,1.0
Phkb,0.23315257,0.6910687178822634,1.0
Nek9,0.0086122,0.790950429498426,1.0
Hdac8,-0.25524133,0.8728847740803712,1.0
Slc44a1,-0.13484237,0.9881574083445555,1.0
Dpp7,0.52791363,0.8059372745409951,1.0
H2-Q2,0.031370934,0.9404844558469865,1.0
Ercc4,0.11907771,0.5885005664466263,1.0
Trav6-1,-0.21130715,0.9125458233549576,1.0
Khdrbs3,-0.90587103,0.5980435125402764,1.0
9030025P20Rik,0.5291862,0.8035019703079291,1.0
Satb1,-0.41252068,3.356486252431351e-06,6.983670397380887e-05
Coasy,0.88678414,0.06855522805637379,0.44893572918959745
Iqsec1,-0.6026622,0.739353608467541,1.0
Caap1,0.24648207,0.3232911313508122,1.0
Gm20324,-0.39619544,0.6747267633100766,1.0
Ifitm3,1.1559458,0.710288106912161,1.0
AL592169.1,0.21597256,0.8356699060705276,1.0
P3h1,0.49390376,0.8022444751904273,1.0
Ggh,0.11747656,0.8574990029347908,1.0
8030462N17Rik,-0.16844742,0.991442217368206,1.0
Bicdl1,0.2943662,0.46215251620579934,1.0
Cacfd1,-0.16366689,0.9898102524272965,1.0
Dclre1b,-0.5630732,0.7288461173040981,1.0
Zfp54,-0.107943006,0.9970078642734316,1.0
2900060B14Rik,1.1861323,0.3935416793522427,1.0
Cox20,0.21166417,0.0666024913970597,0.43995129671953903
Mia3,0.027009765,0.5566877878065928,1.0
Gm340,1.2521349,0.7420278319088698,1.0
Wiz,0.33497787,0.5700916987987694,1.0
Zfp984,0.22252078,0.9085952513607571,1.0
Fbxo4,-0.5331337,0.8247913355540977,1.0
Atp8b2,-0.28976962,0.9135650097269584,1.0
Cdyl2,0.07782723,0.7253613545756254,1.0
Lmf1,-0.5270751,0.549527754345557,1.0
Tmem94,-0.4424134,0.7455189049395998,1.0
Trav13-4-dv7,0.54596657,0.6323940023768586,1.0
Dusp23,-0.0065522143,0.9825088743971321,1.0
Mrm1,0.45311296,0.42834288606836624,1.0
Akirin2,0.14763975,0.8651442515605037,1.0
Rab2b,0.16344777,0.651322466372226,1.0
Gm8909,0.16968495,0.8079275045363997,1.0
Plekho2,-0.40105227,0.7022583979750432,1.0
Mvd,0.5995226,0.43159164343715806,1.0
Anp32a,0.13255712,0.2235752172979255,1.0
Gins3,0.006049322,0.9295983923849928,1.0
Evi5l,0.34076765,0.797604317862965,1.0
Cyb5rl,0.8011724,0.766012340558278,1.0
Gpr19,-0.43558052,0.9740587188446641,1.0
Zfp28,1.0969132,0.6783518091575518,1.0
Dgat1,0.058390375,0.8052064844742258,1.0
Gm49345,0.3275132,0.8507715097455698,1.0
Eif5a2,0.118097365,0.9140434524575345,1.0
Ncmap,-0.22413309,0.9936391485475791,1.0
Ptpn4,-0.0017424166,0.8249342612433486,1.0
Brf1,-0.3269259,0.8115252471380096,1.0
Slc27a1,-0.85822344,0.669580314059917,1.0
Osbp,-0.41713288,0.7890924675106635,1.0
Zscan20,0.15628868,0.8373905092319864,1.0
Lrrc8b,0.10026597,0.9313493372505909,1.0
Sec24d,0.13758034,0.8076837358282287,1.0
Trav7-5,-0.07351659,0.9583381918916768,1.0
Necap2,0.14271541,0.34589320709015026,1.0
Rnf216,0.038832743,0.8339910277883038,1.0
Nlrx1,0.090192184,0.9142722839159522,1.0
Uprt,-0.5102312,0.8948074174009573,1.0
Zbtb40,-0.31110564,0.9738077639522695,1.0
Fyco1,0.27210987,0.2320274182589196,1.0
Prr12,-0.24130411,0.9705874150165785,1.0
Maged1,1.2369726,0.6598657410665727,1.0
Gba2,-0.2567288,0.8764805606811813,1.0
Tor1a,-0.30997,0.3522095776549661,1.0
Mtmr14,-0.18516734,0.9998116833258205,1.0
Ralgapb,-0.19952399,0.9947062478377462,1.0
Dbt,0.1122376,0.7263058166398323,1.0
Cul4a,0.2047424,0.4234509581598517,1.0
9930104L06Rik,0.4864664,0.5635564598565486,1.0
Ypel2,0.30563557,0.8225869352660207,1.0
Adipor2,-0.1480363,0.9885967672939363,1.0
Mvb12a,0.32598254,0.08138273236956561,0.5095133800417658
Gtpbp3,0.26986477,0.5556847622906269,1.0
Bet1l,-0.38870054,0.40261900127075345,1.0
Fars2,0.053918567,0.7435148609010984,1.0
Trav14-2,0.07353367,0.9109237424227058,1.0
Tfdp2,-0.14421912,0.9941831586487551,1.0
Tpcn2,0.53731716,0.6193700652952929,1.0
Tmem63b,0.20224357,0.7762414282185257,1.0
Mosmo,0.5169728,0.7867111853505637,1.0
Slc39a11,0.530415,0.3949390341175594,1.0
Trav12-1,-0.7903615,0.7219019094118369,1.0
Casp2,0.64049745,0.06813400244575141,0.4468796870369512
Gm16344,0.2681088,0.5909974159543265,1.0
Tspyl3,-0.077799484,0.85029872480773,1.0
Zfp654,-0.27554896,0.7164883291930428,1.0
Gm26522,-0.5928513,0.8201392436610552,1.0
Rad52,0.5891608,0.4117161088179252,1.0
Gm12166,0.88731873,0.7469485833656256,1.0
Pnkd,0.49579903,0.008165367890313925,0.07843459438615094
Ppp4r1,-0.48544547,0.8245463336027914,1.0
Zfp689,-0.54096276,0.7860657565638729,1.0
Unkl,0.04599602,0.877700404504044,1.0
Gm16740,-0.054944057,0.8537533390079826,1.0
Vcl,-0.2892636,0.9622252429607615,1.0
0610009B22Rik,0.24638875,0.7807264876639494,1.0
Rnf135,0.089200884,0.8675579423623514,1.0
Pomgnt1,1.0999702,0.5986992035532502,1.0
Rpgrip1,-0.6258587,0.8474220703186153,1.0
Tmem245,-0.20087881,0.916123998152437,1.0
Atp7a,-0.4452202,0.9152500981460135,1.0
Trbv5,-0.20558614,0.7538310554494333,1.0
Rbsn,0.51105225,0.49991487366133003,1.0
Sh3bp5l,0.5755718,0.39650003278881796,1.0
Bola1,0.6218124,0.09106661419689074,0.5585999971311671
Zfp94,0.84460986,0.5319147922926102,1.0
Fam213b,0.972909,0.4097767471712567,1.0
Osgep,0.36626175,0.025322545014398155,0.2036802776109844
Cdh13,0.7469544,0.8150251764090458,1.0
Mbtps1,0.020318033,0.6276056424838949,1.0
2410131K14Rik,0.11825203,0.6748225673170156,1.0
Trav14d-3-dv8,-0.45076126,0.07829657732278071,0.4961561816203283
Uhmk1,0.03682278,0.6762602591087143,1.0
Mapkapk5,0.8703674,0.8283048946720837,1.0
Knstrn,1.1634692,0.776683571574557,1.0
Tepsin,-0.07968573,0.9470591473725924,1.0
Trav7d-3,0.65195864,0.6933129712232423,1.0
Zfp933,0.26816976,0.8123998793467404,1.0
Wwox,-0.23424713,0.9742260235345195,1.0
Cep120,-0.40375575,0.605383818733058,1.0
Adam10,-0.06799236,0.7014611225361,1.0
2510039O18Rik,-0.3664197,0.7947103641999714,1.0
Trav5-1,-0.23586173,0.8237297840085076,1.0
Usf3,0.61827475,0.5436481481744451,1.0
Dcaf10,-0.3617979,0.9422164597764209,1.0
Zfp459,0.046486896,0.9808353903368393,1.0
Oaz2,-0.106638536,0.9335801876292762,1.0
Clcc1,-0.029365277,0.8780312597956519,1.0
Fahd1,2.3057337,0.37959116706070495,1.0
Coa4,0.7810758,0.2126578576778222,1.0
Ccp110,0.36924455,0.8550701242919041,1.0
Slc39a13,0.25011915,0.7351011712891035,1.0
Zfp74,0.67261577,0.6022199817026336,1.0
1600002K03Rik,0.6218387,0.12310618416103362,0.6919497268037716
Fam122a,-0.70966667,0.503270590392617,1.0
Zfp324,2.3594167,0.5280323810406609,1.0
Dnajc12,0.45559633,0.9135858109347426,1.0
Ccar2,0.007050463,0.8568196033210325,1.0
Dmac2,0.20690271,0.46288735186605967,1.0
Trdv1,0.12660795,0.9455977773425582,1.0
Necap1,-0.12870096,0.9470173914476909,1.0
Pdxp,2.8622477,0.5714636840440399,1.0
Adat3,1.1951122,0.6755508499088679,1.0
6330418K02Rik,1.5895498,0.59317254122583,1.0
Haspin,0.5133787,0.6808111075164229,1.0
Furin,-0.611714,0.7615522913988368,1.0
Btbd7,-0.29928178,0.798272550136998,1.0
Tnks,-0.783128,0.30237449589898535,1.0
Pnpla6,0.042393163,0.8198741817637933,1.0
Gm17435,0.44618282,0.7126525174568796,1.0
Nadk2,-0.51800716,0.8999951193404464,1.0
Dpy19l3,-0.15453611,0.9504209664168829,1.0
Trav3-1,0.17871405,0.9492932984413768,1.0
0610030E20Rik,0.05650878,0.40986613643248404,1.0
Kctd13,-0.052589256,0.8805754170550801,1.0
1110035H17Rik,0.6486075,0.8375134393250635,1.0
Ssfa2,-0.24165402,0.9939320767122626,1.0
Ric8b,-0.84766036,0.2970219172234859,1.0
Mphosph9,-0.0501264,0.9155621935875148,1.0
Cchcr1,0.07137869,0.938585835522581,1.0
Pigc,-0.1401906,0.8963840133156804,1.0
Cdkn2aip,-0.32765785,0.45720150549335126,1.0
Kctd9,-0.5787983,0.9051455449116039,1.0
AI606181,0.36519948,0.871087860299235,1.0
Lpgat1,-0.4446844,0.8736698393666301,1.0
Maml3,-0.34305272,0.9710056161745323,1.0
1110012L19Rik,-0.008875204,0.7744334163073681,1.0
Dcp1b,0.04575156,0.6724099170031829,1.0
Zfp35,-0.024140798,0.8748476703102808,1.0
BC017643,-0.27075967,0.2935974123047117,1.0
Oraov1,0.273735,0.4773786620944379,1.0
Tkfc,-0.47608343,0.8934800796449256,1.0
Gm10269,0.2492809,0.4085562561019763,1.0
Afap1,-0.31358263,0.8637832356871269,1.0
Rpap1,0.16127391,0.6944748501119746,1.0
Fam126b,-0.018548993,0.9473096859718247,1.0
Ppp2r5c,-0.37181243,0.17389650867345963,0.8862872212696875
Tmem158,0.005490197,0.9967986250989794,1.0
Pdik1l,-0.022403015,0.919974512173133,1.0
Kdm4b,0.04839108,0.8764805606811813,1.0
Fam109a,0.09045513,0.9278061114307925,1.0
Ap4e1,0.06394552,0.7897789665342649,1.0
P2ry10b,-0.43319413,0.7501884283608606,1.0
Smad5,-0.44924536,0.43830225713346394,1.0
Galnt9,-1.2476878,0.6781598202559457,1.0
Tyro3,-0.774622,0.8041511993272972,1.0
Abhd12,-0.37851337,0.6022382483516228,1.0
Gm3448,1.2453212,0.4958406856491716,1.0
Trav3-4,-0.3224165,0.8931482916667814,1.0
Mterf1b,-0.02177658,0.9546610324348501,1.0
Gm28053,0.46614528,0.21386334125062167,1.0
Gm26533,0.017477043,0.949940651119616,1.0
Slc45a4,-0.8882958,0.8538150542470717,1.0
Srp54c,0.789242,0.6691218998437677,1.0
Npc1,-0.28708076,0.9517784760311521,1.0
Marveld1,0.40337837,0.7703397963801224,1.0
Prcp,0.040336195,0.8363047994787564,1.0
Acad11,-0.68250716,0.7800019438735093,1.0
Cyp4v3,0.062425263,0.9424877624618698,1.0
Trav4-2,-0.25080597,0.7535521897689099,1.0
Foxo3,0.1709757,0.5762332134802055,1.0
Wdfy2,0.16257457,0.8986666516948285,1.0
Elovl6,0.43077347,0.7959040331949198,1.0
Pcnx3,0.09787423,0.664925532974469,1.0
Gm9493,0.2771533,0.7403436961203658,1.0
Zc3h3,0.40056264,0.40527767966356154,1.0
Rab27a,-0.7004227,0.3693514948898541,1.0
Ttc9c,0.35143688,0.2876239120148475,1.0
Nmnat1,0.37290055,0.8571078205339672,1.0
Lias,0.18290965,0.21631830995087642,1.0
4930503L19Rik,0.7651255,0.6561473867027753,1.0
Mterf3,-0.106624976,0.7679748276120643,1.0
Cdadc1,-0.045326963,0.9271601459884175,1.0
BC002059,-0.11108229,0.8857709507753693,1.0
Rnf43,0.3256935,0.810691514485625,1.0
Cnot10,-0.34005997,0.32305993986377335,1.0
Zfp868,-0.19344948,0.9191834396414126,1.0
Pctp,0.3690015,0.7846947089843874,1.0
Zdhhc24,0.197458,0.749253784867473,1.0
Ogfod3,0.10302429,0.7498900979656606,1.0
Mars2,0.57005763,0.46509576305724964,1.0
Foxp1,0.115934655,0.23436111555050598,1.0
Mcfd2,0.21588184,0.40930020025354497,1.0
Tmem176a,-0.2781482,0.9667821703883254,1.0
Llgl2,-0.1809619,0.9800614320353017,1.0
Umad1,0.7065088,0.6895225357219333,1.0
Fbf1,1.5396353,0.5791541523666001,1.0
Gm11423,0.37702927,0.7423449841767193,1.0
Stxbp3,-0.22539325,0.8833485032934851,1.0
Trav13-2,0.16211668,0.9297651344910522,1.0
Pi4k2a,-0.02840712,0.9430721293301818,1.0
Kyat3,1.1198485,0.7251253042518482,1.0
Tctn3,0.7423457,0.7199780844877821,1.0
Rell2,1.2176169,0.69296454799082,1.0
Lrrc20,0.8623014,0.621331932109679,1.0
Ero1lb,-0.27920413,0.7786137694190671,1.0
4930532G15Rik,2.0725372,0.47280646374115054,1.0
Fam84b,0.115018375,0.8094108318216587,1.0
Arhgap10,-0.12990507,0.9754599301613199,1.0
Mtmr9,-0.076237455,0.8749923353881359,1.0
Bahd1,0.086594425,0.8600734395718653,1.0
Trbv26,-0.8981655,0.8118099853463251,1.0
Spr,0.32297185,0.03546662412588726,0.2663752851203412
Tcf12,-0.06319794,0.7221965280451101,1.0
Anxa2,-0.8248585,0.6890203051529523,1.0
Tbc1d13,-0.05662497,0.9630612884110803,1.0
Smcr8,-0.049265105,0.9706919645523613,1.0
Plcl2,-0.8010327,0.26895814894532566,1.0
Lmtk2,0.27314147,0.8160229285280838,1.0
Foxk1,-0.07820244,0.9013238672104211,1.0
Fnta,0.36466834,0.09227754734567005,0.5632914734453105
Srp9,0.10557379,0.4054108884427753,1.0
Rdh14,0.22472501,0.37853953384381966,1.0
Ppp6r2,-1.058742,0.6857013174501627,1.0
Iars2,-0.11987083,0.9537627791878079,1.0
Tbc1d10b,0.6323484,0.5609030375521611,1.0
Pik3r4,0.1613699,0.790344441238535,1.0
Ankrd10,0.03849612,0.46223235809580976,1.0
Ttl,1.2654003,0.46911138644966655,1.0
Zfp346,0.2013158,0.7021806005640518,1.0
Enox2,0.10857999,0.7390368715502422,1.0
Capn3,-0.39590463,0.9162488493106798,1.0
Ick,0.2592952,0.8295518120676209,1.0
Zfp944,0.047079623,0.5606910253113941,1.0
Rbks,0.02740341,0.7704801585005512,1.0
Tmem127,0.0098468345,0.5361571560361501,1.0
Amz1,-0.076349035,0.9554966685784589,1.0
Zfyve16,0.45310694,0.5753028449053628,1.0
Zfp958,0.32333687,0.5907257834022352,1.0
Zfp746,0.56099164,0.7194875960025406,1.0
Fam102b,0.05394221,0.9908563793242314,1.0
Akip1,-0.26438913,0.8554611228055751,1.0
Fam174b,0.30704638,0.8729467483781806,1.0
Sumf1,0.0057325847,0.7699788997626014,1.0
Aasdh,0.20140398,0.7855414538916259,1.0
Gm42670,0.6836423,0.6382466072265265,1.0
A430033K04Rik,0.16401714,0.8068306925425632,1.0
Jmjd8,0.012017307,0.7509443658364485,1.0
Dynlt1a,0.2854247,0.6727735142017335,1.0
Larp1b,0.13891354,0.7570203637752929,1.0
Klhl2,-0.015420589,0.9830736930075578,1.0
Rbm12b2,-0.09060649,0.9994350500194226,1.0
Haus5,-0.08451868,0.9550161717598431,1.0
Trav13n-4,0.44028208,0.9635211307802745,1.0
Ccdc6,0.05155752,0.8824170818274886,1.0
Cog4,-0.044952318,0.7296344140771621,1.0
Tmem41a,0.053130116,0.7756788051776595,1.0
Gm10778,1.0537229,0.5146432040262456,1.0
Pard6g,-0.65082794,0.8941851909233919,1.0
Snx33,-1.0343134,0.6779678522463954,1.0
Slc35f6,0.8016113,0.455964461721166,1.0
Tsacc,0.44147998,0.4849212850416438,1.0
Arfgef2,-0.036046255,0.971068347038662,1.0
Zfp335os,-0.08350422,0.7841505074423597,1.0
Gsr,0.6158821,0.7520389092261616,1.0
Mib1,1.4808286,0.49170168835748596,1.0
Rwdd3,-0.09903477,0.946057045573964,1.0
Cyb561d2,0.17290449,0.4421703475884684,1.0
Axin1,-0.11215393,0.9903751588905213,1.0
Apaf1,-0.47392747,0.7915161325787128,1.0
Cspp1,-0.14209707,0.919932874795313,1.0
Slc35e2,-0.034414206,0.7144325331845478,1.0
Snx19,0.4166897,0.4990653157747287,1.0
Gtf2a1,0.060006876,0.8165932066465271,1.0
Ahr,0.32086465,0.9099673041459461,1.0
Casc4,0.8846739,0.7605733354360298,1.0
Zfp712,-0.11770797,0.9906680752704466,1.0
Msh2,-0.16833264,0.9211612692348335,1.0
Cipc,0.36184552,0.5809316061242595,1.0
Grk5,-0.06965302,0.9881992519013835,1.0
Zswim9,-0.4652306,0.9366667061162609,1.0
Mtus2,1.3015372,0.7904252323581904,1.0
Trbv13-1,0.10239653,0.6999064098375163,1.0
Slc39a3,-0.028254276,0.7764021992399112,1.0
Nnt,-0.15539867,0.9820068207618655,1.0
Slk,-0.120893836,0.9577322331968078,1.0
Mtcp1,-0.3921772,0.9162072320282395,1.0
Heca,-0.42478684,0.5014660411169631,1.0
AL732506.1,-0.03748317,0.9523215192809149,1.0
Slc37a4,0.16815409,0.7571998859207344,1.0
Tfpi,0.28232223,0.9266809123033365,1.0
Ank,0.06622099,0.8430083191382876,1.0
Moap1,-0.5767055,0.9096762400670344,1.0
Coro1b,-0.10724447,0.27709343527591834,1.0
Mcee,-0.14621373,0.906516904288448,1.0
Gm15446,0.18474302,0.6512280050700661,1.0
Slc41a3,-0.25517848,0.8948489014718357,1.0
Mycbp,0.013290428,0.6549350672065717,1.0
Zfp512b,0.17866953,0.7915969562755754,1.0
Nek4,-0.043275367,0.965695092759136,1.0
Stard3nl,-0.14860755,0.9180802353775279,1.0
Tmem101,0.23583804,0.6032615788941696,1.0
Insl6,0.21076995,0.5258570270512654,1.0
Mrps34,0.2985239,0.017546927073031987,0.1503532578915944
AA543186,0.7038054,0.8301856561815028,1.0
Proser3,-0.83933383,0.6875144363501386,1.0
Ccdc61,0.5285842,0.20711916644196138,0.9944678258294763
Mettl15,-0.59778273,0.7057819840087218,1.0
Cuedc1,0.43154335,0.7909908332134317,1.0
Qser1,0.5717471,0.7390962563516208,1.0
Tango6,0.47235176,0.5498601767706823,1.0
Atrnl1,-0.7327852,0.863948185865745,1.0
Zfp81,0.3687142,0.571945141439212,1.0
Tpra1,0.26910928,0.30241137728465883,1.0
B4galt3,-0.5537842,0.3486375714106761,1.0
Smim24,-0.63678604,0.8940607534288111,1.0
Etfrf1,-0.05119062,0.984789118882336,1.0
Dcun1d4,-0.07789885,0.9521753131406815,1.0
Srf,-0.4391433,0.6124144969689478,1.0
Mllt11,-0.37654996,0.5981527717289337,1.0
Fbxw17,-0.38701853,0.8250976119946697,1.0
Ccdc17,0.86724234,0.7934160801649185,1.0
Gla,0.28767085,0.8568607760406189,1.0
Cptp,0.38385764,0.7065030552969958,1.0
Pot1b,0.30922434,0.523396038636019,1.0
Mrs2,-0.33258346,0.9368752895171528,1.0
Trp53inp2,-0.68534166,0.8842800860499914,1.0
Mtmr12,-0.32078105,0.7965516469060864,1.0
Tgfbr3,0.5114115,0.0008900355235898136,0.011069650773244651
Blm,0.5039314,0.706483563416482,1.0
Iqcb1,0.74539757,0.6851808617967792,1.0
Cmip,-0.35718283,0.7702395423276064,1.0
Mfap3,0.20565267,0.5481466402679257,1.0
Slc23a2,0.46153775,0.5439962106136567,1.0
Efcab2,0.63779414,0.8323947479324015,1.0
Map3k5,0.06215289,0.9762128513788564,1.0
Tmem60,-0.036029052,0.8421876955589159,1.0
Uso1,-0.37342897,0.3333474404990052,1.0
Slc27a4,0.109664425,0.9030890373879342,1.0
Rnf8,0.61489016,0.4195127239445199,1.0
2510009E07Rik,-0.1707998,0.9642945293229559,1.0
Pgm2,-0.14332446,0.9688728760637856,1.0
Strada,0.5232348,0.27579728103046575,1.0
Slc25a42,1.765879,0.33677910464152505,1.0
Dgkh,-0.48488387,0.7429595911540696,1.0
Ilk,0.13673922,0.2259587234713123,1.0
Cage1,0.595378,0.8306355481081144,1.0
Zfp142,0.064560354,0.9065792454597212,1.0
Btbd6,-0.24394535,0.7980902902920043,1.0
Ccdc51,-0.057507902,0.9180386081023809,1.0
Cebpb,-0.3683415,0.8758397431602684,1.0
Jmy,-0.23057266,0.9722184442056346,1.0
Pomc,-1.2289469,0.7700390457418442,1.0
Trav6-5,0.09980088,0.8303083484654217,1.0
Itgav,0.35500434,0.6215727242245428,1.0
Trav6-2,-0.0889715,0.9787436547203117,1.0
Man1a2,0.0010010354,0.6978095422273738,1.0
Mier1,-0.1864843,0.3355274107374383,1.0
Mterf1a,0.38659865,0.2944178339887298,1.0
Tbcc,0.19301754,0.33778261902641005,1.0
Gm17655,0.5482881,0.8204655018912894,1.0
Zfp341,0.4491801,0.7442488148129254,1.0
Slc4a8,-0.4745522,0.9535956687501506,1.0
Tle4,-0.4195562,0.1620662346643168,0.8432532005116574
Zfp46,1.3227313,0.42654079663541455,1.0
Fam57a,1.1064681,0.7927287228861533,1.0
Acp2,-0.10572287,0.908075605368069,1.0
Taok1,-0.13625796,0.8804926606930626,1.0
Kif1c,0.04161534,0.9559562893676026,1.0
9330020H09Rik,0.24712238,0.6989547685370145,1.0
Sorbs1,-0.34134838,0.8526220519472737,1.0
Plekha5,0.086700566,0.8138241995031762,1.0
Rbl1,0.01229255,0.7324549072204508,1.0
Klhl26,0.20053788,0.6434825510014162,1.0
Dync2h1,0.1669088,0.9069948679590372,1.0
Dnajb12,-0.4490166,0.580769913953694,1.0
Qsox2,0.21162622,0.8594966354819025,1.0
Ccdc15,0.004319994,0.9306405809645076,1.0
Etaa1,0.21185295,0.580769913953694,1.0
Rai1,-0.10337331,0.8803271518852943,1.0
Elac1,-0.035753578,0.9772795258924706,1.0
Capn7,-0.036144745,0.9564786034876531,1.0
Zfyve21,0.29098445,0.7841303538548986,1.0
Tmem147os,0.4164931,0.8257715138246582,1.0
Lin52,0.25002077,0.6602646370250116,1.0
Rnf123,0.08467075,0.572569539674082,1.0
Selenot,-0.3365676,0.03041094843684886,0.23507832404848011
Tm7sf2,-0.20570622,0.9495021182498611,1.0
Stxbp5,0.37687308,0.7651317112585009,1.0
Galt,-0.018654797,0.7622317914214783,1.0
Gm47438,1.4013392,0.7557042691741375,1.0
