"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2010107E04Rik",1534.39732757738,0.28242865135197,0.155510718761129,1.81613623550793,0.069349476459619,0.302572552501026
"4933421O10Rik",103.506908378909,0.552948286137453,0.444975161638262,1.24264977870151,0.213996917941185,0.547590500505952
"Hmgcr",1751.5324228135,-0.26729949119335,0.135268144424317,-1.97607124967184,0.0481467081146668,0.241532813988676
"Mkrn2",624.652626159542,-0.16929836043079,0.191728655482595,-0.883010210469862,0.377230754847891,0.704919425873002
"Hsd17b14",1.41110461493492,2.83265443331963,3.98542000472801,0.710754306938585,0.477236500210119,NA
"Smim14",1529.15653861112,0.0472258281217974,0.132769950905858,0.3556966602728,0.722067746398913,0.907606499301345
"Med26",456.945470915951,-0.261603823587428,0.221106117606601,-1.18315959060383,0.236745904598505,0.572154406905805
"Evpl",8.40027422582226,3.24220382502839,1.79409232310368,1.80715550881995,0.0707380357601916,0.306001073574762
"Fam92a",246.590981549556,-0.159548035665582,0.290916784825973,-0.548431867762541,0.58339539972008,0.840261049159623
"Col12a1",1.76638842846558,-1.44499794263271,3.97633504534638,-0.36339944349605,0.716306517427421,NA
"AK214897",6.74302871450328,4.91620936265748,2.35727831427733,2.08554472880078,0.0370198824543583,0.204552175929785
"Cmya5",11.8603895458629,-3.08068318030957,1.32606645042574,-2.32317406063663,0.0201698036600764,0.135586976425884
"Ppid",1678.52846174945,0.0257551148358576,0.12753106194969,0.201951700567018,0.839954483463564,0.954180948312162
"Prdm1",184.790373738397,0.936205595028596,0.349079941662731,2.68192320237387,0.00732002619554943,0.0633304515841263
"Megf8",7.66642320789901,-0.36520922982094,1.97739059703467,-0.184692508586121,0.853470222373785,0.959879846022869
"Fhl3",179.192162687665,-0.236475570122016,0.365438481513802,-0.647100899561627,0.517566643145892,0.802239430363482
"Tasp1",1125.78218342538,0.667889192794898,0.14711932963927,4.5397786574513,5.63133124020645e-06,0.000150153059035085
"Tbl3",656.015341577501,0.0833862858898237,0.181752150351677,0.458791192998143,0.646384119758619,0.87154901296757
"Mef2b",34.8166985227857,0.636188105443213,0.724105488833983,0.878584840542582,0.379626418276759,0.706464841517554
"Gpatch11",1158.3895616616,0.0211830701715877,0.157420512989301,0.134563595108011,0.892956926644042,0.973865216957737
"Pkn1",5079.73130021999,0.161003901583193,0.0956679626045367,1.68294481454294,0.0923857750256133,0.355106074083914
"Sh3bgrl",1595.16446640855,-0.149025232149923,0.154457097922389,-0.964832527313212,0.334628701011551,0.674450140484522
"Vps18",380.300913436377,-0.0234877649156932,0.241325917194417,-0.0973279836196416,0.922465933775667,0.982233045677558
"Vps11",1773.55644498682,0.0607939409162428,0.124572155585624,0.488021906905646,0.625534324117682,0.861747708857226
"AK076253",3.26468407831812,3.18137659468978,2.94553305037521,1.08006820506887,0.280111809101734,NA
"Vcp",9383.67602911652,-0.171386697053375,0.0880009847765695,-1.9475543084946,0.0514683154881198,0.252117275250952
"Eif4g2",33088.0363781351,-0.0880231853183081,0.0847622791143698,-1.03847119541864,0.299050738786542,0.640238949024959
"Dnajc27",449.303249188674,0.0125661863319228,0.218407632936141,0.0575354723779136,0.954118650025892,0.990262924922421
"Ptpn14",136.098834217763,0.2894671713853,0.375865193945008,0.770135612577236,0.441219452927208,0.751501749918658
"Rasal3",13211.7433696752,0.0164931925728288,0.0796123939935143,0.207168654847541,0.83587814606801,0.953443818298583
"Irf3",2416.36993751654,0.0211825660454485,0.11986951429396,0.176713538635869,0.859733405948838,0.96254571392563
"1700001O22Rik",1.69949354100594,1.02543418618891,3.71770497291664,0.275824519067317,0.782682850469406,NA
"Ubald1",1207.04703089525,-0.306155422980874,0.142691933630882,-2.14556923569935,0.0319073620972984,0.185115013949286
"Parp3",1093.39744591441,0.111668882072917,0.147125891619458,0.759002245245515,0.447851213685239,0.756954031613166
"Ahdc1",771.051368730868,-0.872670510154325,0.175665341892835,-4.96780127913164,6.7716302424058e-07,2.32914718256407e-05
"Tg",6.35978165925975,0.956699596862521,1.82474562460932,0.524292034988356,0.600075435949327,0.849354012832481
"AK086736",6.96719668808362,-0.965384912021004,2.0281924530612,-0.475982893321552,0.634086565193706,0.864934036606181
"Oard1",573.047913001944,0.0786773319564179,0.193133070668976,0.407373691537625,0.68373354651711,0.889170516496613
"Stam2",864.477080336703,-0.287981826000918,0.162429751202251,-1.77296230443851,0.0762349533624247,0.31922600728337
"Eif4ebp3",9.80861350832786,4.11314906287596,1.83273018045515,2.24427420181102,0.0248147643718847,0.156069865910783
"1110051M20Rik",96.2589215734236,-0.133422806255928,0.446555669198413,-0.298782023068764,0.76510636826814,0.926507969283393
"AK043958",1.37661877944771,1.43344449278872,3.94624225882424,0.363242902683782,0.716423441440894,NA
