"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Acyp1",599.753746208461,0.241830963991204,0.166935528166407,1.44864886850292,0.147435666486204,0.455372616442557
"Capn10",226.468220021688,0.032326021881606,0.242759126793979,0.133160892068293,0.894066138955945,0.964395747438911
"Il11ra1",120.488538916239,0.296030378138105,0.281745458198893,1.0507015091939,0.293395702663571,0.626065251139826
"AK185415",85.1184496348433,-0.681532294579428,0.458741359373428,-1.48565696258628,0.137369879761856,0.441201438485199
"Ppil4",2628.27996395865,0.00879030635471664,0.112476679414256,0.0781522569877936,0.937706939205048,0.97892080579219
"Stoml2",846.36922197324,-0.057268158666252,0.158439910420698,-0.361450334793744,0.717762825917029,0.903362787098462
"Ctr9",2051.19591638495,-0.0804618453922475,0.0871681215813093,-0.923065037224575,0.355973313401513,0.680450009571367
"5730409E04Rik",4.13174647574379,-0.0843431973906381,1.95818355792368,-0.0430721609572036,0.965644011035192,NA
"Mars",1306.43056872007,-0.196839063555507,0.114093857429888,-1.725238045146,0.0844845819807525,0.343152921529316
"Stk17b",20063.3078122424,0.102512771839049,0.100693315700144,1.01806928420476,0.308645031205626,0.63681113074464
"B230118H07Rik",4.08192327035944,0.588489518580406,1.87908818983388,0.313178232806854,0.754145254907423,NA
"Gm1720",17.434972768051,-0.424595227298351,1.27187693500755,-0.333833577456792,0.738505144372952,0.912161562578036
"Ahr",84.2194850945776,-2.17890100281381,0.422258222842522,-5.16011503138072,2.46798154226675e-07,1.86447574525407e-05
"Grb2",4692.59066243782,-0.244136051294468,0.0787778623660466,-3.09904386793429,0.00194146271365599,0.0316541702227853
"Dph2",513.692547582644,-0.0608893119629859,0.152102184345738,-0.400318458442258,0.68892197425162,0.8881142525514
"Txnip",19147.2739404788,-0.258197068012828,0.0739824143452598,-3.48997894023677,0.000483058612886131,0.0107020799791148
"Fam105b",1238.87243898005,0.0271385884299097,0.135947927880414,0.199624877355851,0.841773970059137,0.950015565217479
"Mpc2",556.257393504052,-0.220042102341782,0.178016701748886,-1.23607560515405,0.216430461732959,0.547285593775047
"DQ560772",476.956287261463,0.349294645047853,0.197536279144601,1.76825566706236,0.0770181717175458,0.327531947273663
"Chmp3",2367.18580187403,0.0282722050415854,0.0887779927967955,0.318459610889129,0.750136326925234,0.916331037902141
"Slfn4",23.4204161193379,0.262967655194169,1.11363865214227,0.236133735739422,0.813328896676295,0.939526929861634
"Dkkl1",14.0089025899075,-0.317377175863635,1.16565013972799,-0.272274814755049,0.785410719854585,0.930089870828865
"Catsperd",30.5440767105582,2.34389103672713,0.614483330414574,3.8144094733144,0.000136508964663752,0.00395323461239336
"Fnta",1200.82452324388,-0.0864041654014754,0.140833079214225,-0.613521808111884,0.539531367433107,0.80790832294166
"Kif15",96.5179864833216,-1.66138644912469,0.339010492522037,-4.90069329938717,9.54990431342193e-07,6.0184189722358e-05
"Gpr133",45.058591321149,0.099664141581951,0.572386716234309,0.174120290976762,0.861770926884832,0.955384394824699
"Exoc3l4",0,NA,NA,NA,NA,NA
"Gna12",257.045156245923,-0.00765014218144817,0.228955065969506,-0.0334132907217134,0.973345011117947,0.990622675551096
